"Location","year","forst_ha_buff100","forst_ha_buff200","forst_ha_buff20","forst_ha_buff300","forst_ha_buff50","diff_ha_forst_20k_1yr","diff_ha_forst_20k_2yr","diff_ha_forst_20k_3yr","diff_ha_forst_20k_4yr","diff_ha_forst_20k_5yr","diff_ha_forst_50k_1yr","diff_ha_forst_50k_2yr","diff_ha_forst_50k_3yr","diff_ha_forst_50k_4yr","diff_ha_forst_50k_5yr","diff_ha_forst_100k_1yr","diff_ha_forst_100k_2yr","diff_ha_forst_100k_3yr","diff_ha_forst_100k_4yr","diff_ha_forst_100k_5yr","diff_ha_forst_200k_1yr","diff_ha_forst_200k_2yr","diff_ha_forst_200k_3yr","diff_ha_forst_200k_4yr","diff_ha_forst_200k_5yr","diff_ha_forst_300k_1yr","diff_ha_forst_300k_2yr","diff_ha_forst_300k_3yr","diff_ha_forst_300k_4yr","diff_ha_forst_300k_5yr","yrfac","spillprd","spillyr"
"Kikwit",1997,596399.3683422,3326557.8147424,10833781.1684318,48827355.913938,59622640.4007323,56.9899062030017,56.9899062030017,-2108.62652934715,-2108.62652934715,-2108.62652934715,130563.875101894,280447.328405343,362769.247909792,362712.258003592,362683.763050482,0,0,0,0,-3.04373679682612e-05,0,0,0,0,0,44281.1571165696,104633.467781335,161509.394167893,161452.404261693,161452.404261693,"1997","Kikwit_1997","N"
"Kikwit",1998,596399.3683422,3326557.8147424,10835034.9463681,48957748.8193213,59899611.3448595,1253.77793636359,1310.76784256659,1310.76784256659,-854.848592983559,-854.848592983559,276970.944127195,407534.819229089,557418.272532538,639740.192036986,639683.202130787,0,0,0,0,0,0,0,0,0,0,130392.905383363,174674.062499933,235026.373164698,291902.299551256,291845.309645057,"1998","Kikwit_1998","N"
"Kikwit",1999,596912.2775202,3324449.18821304,10833553.208807,49000491.2489706,60288481.9698085,-1481.73756116629,-227.959624802694,-170.969718599692,-170.969718599692,-2336.58615414985,388870.624948956,665841.569076151,796405.444178045,946288.897481494,1028610.81698594,512.909177999943,512.909177999943,512.909177999943,512.909177999943,512.909177999943,-2108.62652936298,-2108.62652936298,-2108.62652936298,-2108.62652936298,-2108.62652936298,42742.4296493083,173135.335032672,217416.492149241,277768.802814007,334644.729200564,"1999","Kikwit_1999","N"
"Kikwit",2000,597596.156402816,3324677.14783784,10841759.7552996,49092472.9575758,60734257.0160971,8206.54649265856,6724.80893149227,7978.58686785586,8035.57677405886,8035.57677405886,445775.046288617,834645.671237573,1111616.61536477,1242180.49046666,1392063.94377011,683.878882615943,1196.78806061589,1196.78806061589,1196.78806061589,1196.78806061589,227.9596247999,-1880.66690456308,-1880.66690456308,-1880.66690456308,-1880.66690456308,91981.7086052075,134724.138254516,265117.043637879,309398.200754449,369750.511419214,"2000","Kikwit_2000","N"
"Kikwit",2001,597368.19677802,3324449.18821304,10816627.2066659,49026934.5654469,60889212.5710522,-25132.5486337692,-16926.0021411106,-18407.7397022769,-17153.9617659133,-17096.9718597103,154955.554955117,600730.601243734,989601.22619269,1266572.17031989,1397136.04542178,-227.959624795709,455.919257820235,968.828435820178,968.828435820178,968.828435820178,-227.959624794312,5.58793544769287e-09,-2108.6265293574,-2108.6265293574,-2108.6265293574,-65538.3921288997,26443.3164763078,69185.7461256161,199578.65150898,243859.808625549,"2001","Kikwit_2001","N"
"Kikwit",2002,597368.19677802,3324905.10746263,10824149.8742841,49121765.7693621,61066935.5935338,7522.66761826538,-17609.8810155038,-9403.33452284522,-10885.0720840115,-9631.29414764792,177723.022481613,332678.57743673,778453.623725347,1167324.2486743,1444295.1928015,0,-227.959624795709,455.919257820235,968.828435820178,968.828435820178,455.919249591418,227.959624797106,455.919249597006,-1652.70727976598,-1652.70727976598,94831.2039151564,29292.8117862567,121274.520391464,164016.950040773,294409.855424136,"2002","Kikwit_2002","N"
"Kikwit",2003,597368.19677802,3324905.10746263,10817140.1158217,49111051.6669968,61179205.7087459,-7009.75846247189,512.909155793488,-24619.6394779757,-16413.0929853171,-17894.8305464834,112270.115212068,289993.137693681,444948.692648798,890723.738937415,1279594.36388637,0,0,-227.959624795709,455.919257820235,968.828435820178,0,455.919249591418,227.959624797106,455.919249597006,-1652.70727976598,-10714.1023653373,84117.1015498191,18578.7094209194,110560.418026127,153302.847675435,"2003","Kikwit_2003","N"
"Kikwit",2004,597368.19677802,3324848.11755643,10927871.5035663,50056343.2411197,62245116.419339,110731.387744682,103721.62928221,111244.296900475,86111.7482667062,94318.2947593648,1065910.71059315,1178180.82580522,1355903.84828683,1510859.40324195,1956634.44953056,0,0,0,-227.959624795709,455.919257820235,-56.9899062048644,-56.9899062048644,398.929343386553,170.969718592241,398.929343392141,945291.574122943,934577.471757606,1029408.67567276,963870.283543862,1055851.99214907,"2004","Kikwit_2004","N"
"Kikwit",2005,597026.257340826,3324506.17811923,10925933.8467556,50010466.3666294,62212717.6576649,-1937.65681077726,108793.730933905,101783.972471433,109306.640089698,84174.091455929,-32398.7616741061,1033511.94891904,1145782.06413111,1323505.08661272,1478460.64156784,-341.939437194029,-341.939437194029,-341.939437194029,-341.939437194029,-569.899061989738,-341.939437192865,-398.929343397729,-398.929343397729,56.9899061936885,-170.969718600623,-45876.8744902685,899414.699632674,888700.597267337,983531.801182494,917993.409053594,"2005","Kikwit_2005","N"
"Kikwit",2006,597026.257340826,3324278.21849444,10924053.179851,50019983.6809647,62212062.2737437,-1880.66690455936,-3818.32371533662,106913.064029345,99903.3055668734,107425.973185139,-655.383921280503,-33054.1455953866,1032856.56499776,1145126.68020983,1322849.70269144,0,-341.939437194029,-341.939437194029,-341.939437194029,-341.939437194029,-227.959624794312,-569.899061987177,-626.888968192041,-626.888968192041,-170.969718600623,9517.31433523446,-36359.5601550341,908932.013967909,898217.911602572,993049.115517728,"2006","Kikwit_2006","N"
"Kikwit",2007,596798.29771603,3324050.25886965,10916929.4415761,50019641.7415275,62224941.9925446,-7123.7382748872,-9004.40517944656,-10942.0619902238,99789.3257544581,92779.5672919862,12879.7188009173,12224.3348796368,-20174.4267944694,1045736.28379868,1158006.39901075,-227.959624796174,-227.959624796174,-569.899061990203,-569.899061990203,-569.899061990203,-227.959624794312,-455.919249588624,-797.858686781488,-854.848592986353,-854.848592986353,-341.939437188208,9175.37489804626,-36701.4995922223,908590.074530721,897875.972165383,"2007","Kikwit_2007","N"
"Kikwit",2008,596285.38856024,3323366.37999526,10922799.4019146,50007502.8915071,62232037.2358664,5869.96033850871,-1253.77793637849,-3134.44484093785,-5072.10165171511,105659.286092967,7095.243321836,19974.9621227533,19319.5782014728,-13079.1834726334,1052831.52712052,-512.909155790461,-740.868780586636,-740.868780586636,-1082.80821778066,-1082.80821778066,-683.878874388523,-911.838499182835,-1139.79812397715,-1481.73756117001,-1538.72746737488,-12138.8500203416,-12480.7894575298,-2963.47512229532,-48840.3496125638,896451.224510379,"2008","Kikwit_2008","N"
"Kikwit",2009,596285.38856024,3324335.20840064,10925819.8669432,50005109.3154468,62227221.5887926,3020.46502854675,8890.42536705546,1766.68709216826,-113.979812391102,-2051.63662316836,-4815.64707382768,2279.59624800831,15159.3150489256,14503.9311276451,-17894.830546461,0,-512.909155790461,-740.868780586636,-740.868780586636,-1082.80821778066,968.828405384906,284.949530996382,56.9899062020704,-170.969718592241,-512.909155785106,-2393.57606034726,-14532.4260806888,-14874.365517877,-5357.05118264258,-51233.9256729111,"2009","Kikwit_2009","N"
"Kikwit",2010,596171.408747841,3324848.11755644,10923084.3514456,50004596.4062909,62191716.8772306,-2735.51549755409,284.949530992657,6154.90986950137,-968.828405385837,-2849.4953099452,-35504.7115620077,-40320.3586358353,-33225.1153139994,-20345.3965130821,-21000.7804343626,-113.979812398436,-113.979812398436,-626.888968188898,-854.848592985072,-854.848592985072,512.909155792557,1481.73756117746,797.858686788939,569.899061994627,341.939437200315,-512.909155882895,-2906.48521623015,-15045.3352365717,-15387.2746737599,-5869.96033852547,"2010","Kikwit_2010","N"
"Kikwit",2011,595886.459216846,3323822.29924485,10918354.1892311,49982940.2419353,62155357.3170757,-4730.16221452318,-7465.67771207727,-4445.21268353052,1424.74765497819,-5698.99061990902,-36359.5601549149,-71864.2717169225,-76679.9187907502,-69584.6754689142,-56704.9566679969,-284.949530995102,-398.929343393538,-398.929343393538,-911.838499183999,-1139.79812398017,-1025.81831158698,-512.909155794419,455.919249590486,-227.959624798037,-455.919249592349,-21656.1643555984,-22169.0735114813,-24562.6495718285,-36701.4995921701,-37043.4390293583,"2011","Kikwit_2011","N"
"Kikwit",2012,595886.459216846,3323651.32952626,10918126.2296063,49978950.9485014,62137519.4764353,-227.959624797106,-4958.12183932029,-7693.63733687438,-4673.17230832763,1196.78803018108,-17837.8406403214,-54197.4007952362,-89702.1123572439,-94517.7594310716,-87422.5161092356,0,-284.949530995102,-398.929343393538,-398.929343393538,-911.838499183999,-170.969718592241,-1196.78803017922,-683.878874386661,284.949530998245,-398.929343390279,-3989.2934339568,-25645.4577895552,-26158.3669454381,-28551.9430057853,-40690.7930261269,"2012","Kikwit_2012","N"
"Kikwit",2013,595886.459216846,3323594.33962006,10916929.4415761,49965672.3003571,62107029.8766188,-1196.78803017363,-1424.74765497074,-6154.90986949392,-8890.42536704801,-5869.96033850126,-30489.5998164937,-48327.4404568151,-84687.0006117299,-120191.712173738,-125007.359247565,0,0,-284.949530995102,-398.929343393538,-398.929343393538,-56.9899061997421,-227.959624791984,-1253.77793637896,-740.868780586403,227.959624798503,-13278.6481442228,-17267.9415781796,-38924.105933778,-39437.0150896609,-41830.5911500081,"2013","Kikwit_2013","N"
"Kikwit",2014,595829.469310647,3323309.39008906,10915789.6434521,49951082.8843701,62116461.7060948,-1139.79812398367,-2336.5861541573,-2564.5457789544,-7294.70799347758,-10030.2234910317,9431.82947593182,-21057.7703405619,-38895.6109808832,-75255.1711357981,-110759.882697806,-56.9899061986944,-56.9899061986944,-56.9899061986944,-341.939437193796,-455.919249592233,-284.949530999176,-341.939437198918,-512.90915579116,-1538.72746737814,-1025.81831158558,-14589.4159870148,-27868.0641312376,-31857.3575651944,-53513.5219207928,-54026.4310766757,"2014","Kikwit_2014","N"
"Kikwit",2015,595829.469310647,3323252.40018286,10915276.7342963,49949715.1266213,62115692.3423611,-512.9091557879,-1652.70727977157,-2849.4953099452,-3077.4549347423,-7807.61714926548,-769.363733664155,8662.46574226767,-21827.134074226,-39664.9747145474,-76024.5348694623,0,-56.9899061986944,-56.9899061986944,-56.9899061986944,-341.939437193796,-56.9899061941542,-341.93943719333,-398.929343393072,-569.899061985314,-1595.71737357229,-1367.75774881989,-15957.1737358347,-29235.8218800575,-33225.1153140143,-54881.2796696126,"2015","Kikwit_2015","N"
"Kikwit",2016,602668.258054528,3332370.7851747,10962521.3665353,50240705.5876735,62360720.4440638,47244.6322389878,46731.7230831999,45591.9249592163,44395.1369290426,44167.1773042455,245028.10170266,244258.737968996,253690.567444928,223200.967628434,205363.126988113,6838.78874388069,6838.78874388069,6781.798837682,6781.798837682,6781.798837682,9118.3849918358,9061.39508564165,8776.44555464247,8719.45564844273,8548.48592985049,290990.461052187,289622.703303367,275033.287316352,261754.639172129,257765.345738173,"2016","Kikwit_2016","N"
"Kikwit",2017,606543.571676061,3346333.31219346,11047835.2561152,50548280.1114295,62557791.5397,85313.8895799108,132558.521818899,132045.612663111,130905.814539127,129709.026508953,197071.095636196,442099.197338857,441329.833605193,450761.663081124,420272.063264631,3875.31362153287,10714.1023654136,10714.1023654136,10657.1124592149,10657.1124592149,13962.5270187594,23080.9120105952,23023.922104401,22738.9725734019,22681.9826672021,307574.523756035,598564.984808221,597197.227059402,582607.811072387,569329.162928164,"2017","Kikwit_2017","N"
"Kikwit",2018,607911.329424837,3356648.48521548,11142381.5104994,50751791.0664662,62638175.8023937,94546.2543841545,179860.143964065,227104.776203053,226591.867047265,225452.068923282,80384.2626937106,277455.358329907,522483.460032567,521714.096298903,531145.925774835,1367.75774877612,5243.07137030899,12081.8601141897,12081.8601141897,12024.870207991,10315.1730220239,24277.7000407833,33396.0850326191,33339.0951264249,33054.1455954257,203510.955036633,511085.478792667,802075.939844854,800708.182096034,786118.76610902,"2018","Kikwit_2018","N"
"Kikwit",2019,610133.935766598,3362575.43546017,11160846.2401079,50793279.718179,62651910.3697876,18464.7296084817,113010.983992636,198324.873572547,245569.505811535,245056.596655747,13734.5673939139,94118.8300876245,291189.925723821,536218.027426481,535448.663692817,2222.60634176119,3590.3640905373,7465.67771207017,14304.4664559509,14304.4664559509,5926.95024468936,16242.1232667132,30204.6502854726,39323.0352773084,39266.0453711143,41488.651712887,244999.60674952,552574.130505554,843564.591557741,842196.833808921,"2019","Kikwit_2019","N"
"Kikwit",2020,610076.9458604,3361150.6878052,11157711.7952669,50729565.0030487,62596031.7667595,-3134.44484095089,15330.2847675309,109876.539151685,195190.428731596,242435.060970584,-55878.6030281335,-42144.0356342196,38240.227059491,235311.322695687,480339.424398348,-56.9899061983451,2165.61643556284,3533.37418433896,7408.68780587183,14247.4765497525,-1424.74765497539,4502.20258971397,14817.3756117378,28779.9026304972,37898.287622333,-63714.7151303664,-22226.0634174794,181284.891619153,488859.415375188,779849.876427375,"2020","Kikwit_2020","N"
"Kikwit",2021,608538.218393026,3357218.38427747,11149220.2992433,50645162.9519679,62493905.8548508,-8491.4960236568,-11625.9408646077,6838.78874387406,101385.043128029,186698.932707939,-102125.911908619,-158004.514936753,-144269.947542839,-63885.6848491281,133185.410787068,-1538.72746737348,-1595.71737357182,626.888968189363,1994.64671696548,5869.96033849835,-3932.30352772912,-5357.05118270451,569.899061984848,10885.0720840087,24847.5991027681,-84402.0510807782,-148116.766211145,-106628.114498258,96882.8405383751,404457.36429441,"2021","Kikwit_2021","N"
"Kikwit",2022,608082.299143435,3355964.60634109,11146427.7938395,50633480.021197,62457973.7189924,-2792.50540374778,-11284.0014274046,-14418.4462683555,4046.28334012628,98592.5377242807,-35932.1358584613,-138058.04776708,-193936.650795214,-180202.0834013,-99817.8207075894,-455.919249591767,-1994.64671696525,-2051.63662316359,170.969718597597,1538.72746737371,-1253.77793637803,-5186.08146410715,-6610.82911908254,-683.87887439318,9631.29414763069,-11682.9307708591,-96084.9818516374,-159799.696982004,-118311.045269117,85199.909767516,"2022","Kikwit_2022","N"
"Likati",1992,528467.400183418,4141741.43301304,16783527.3756084,63966553.5259864,145053957.682373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","Likati_1992","N"
"Likati",1993,528467.400183418,4141741.43301304,16783470.3857022,63966439.546174,145053786.712654,-56.9899061992764,NA,NA,NA,NA,-170.969718694687,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-113.979812376201,NA,NA,NA,NA,"1993","Likati_1993","N"
"Likati",1994,528467.400183418,4141741.43301304,16783470.3857022,63966382.5562678,145053729.722748,0,-56.9899061992764,NA,NA,NA,-56.9899062216282,-227.959624916315,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,-56.9899061918259,-170.969718568027,NA,NA,NA,"1994","Likati_1994","N"
"Likati",1995,521400.651814741,4131255.29027242,16755431.3518523,63795298.8578584,144825998.057577,-28039.0338498559,-28039.0338498559,-28096.0237560552,NA,NA,-227731.665171385,-227788.655077606,-227959.624796301,NA,NA,-7066.74836867693,-7066.74836867693,-7066.74836867693,NA,NA,-10486.1427406128,-10486.1427406128,-10486.1427406128,NA,NA,-171083.698409401,-171140.688315593,-171254.668127969,NA,NA,"1995","Likati_1995","N"
"Likati",1996,521400.651814741,4130571.41139803,16754918.4426965,63778543.8254359,144806222.560126,-512.909155800939,-28551.9430056568,-28551.9430056568,-28608.9329118561,NA,-19775.4974506795,-247507.162622064,-247564.152528286,-247735.122246981,NA,0,-7066.74836867693,-7066.74836867693,-7066.74836867693,NA,-683.878874395043,-11170.0216150079,-11170.0216150079,-11170.0216150079,NA,-16755.0324225277,-187838.730831929,-187895.72073812,-188009.700550497,NA,"1996","Likati_1996","N"
"Likati",1997,521400.651814741,4130571.41139803,16753265.7354167,63726853.9805134,144719198.97336,-1652.70727981254,-2165.61643561348,-30204.6502854694,-30204.6502854694,-30261.6401916686,-87023.5867662728,-106799.084216952,-334530.749388337,-334587.739294559,-334758.709013253,0,0,-7066.74836867693,-7066.74836867693,-7066.74836867693,0,-683.878874395043,-11170.0216150079,-11170.0216150079,-11170.0216150079,-51689.8449225053,-68444.877345033,-239528.575754434,-239585.565660626,-239699.545473002,"1997","Likati_1997","N"
"Likati",1998,509432.771512948,4104527.02426508,16678267.0188588,63483279.1214187,144143201.991406,-74998.716557879,-76651.4238376915,-77164.3329934925,-105203.366843348,-105203.366843348,-575996.981953263,-663020.568719536,-682796.066170216,-910527.7313416,-910584.721247822,-11967.8803017925,-11967.8803017925,-11967.8803017925,-19034.6286704694,-19034.6286704694,-26044.3871329441,-26044.3871329441,-26728.2660073391,-37214.408747952,-37214.408747952,-243574.859094635,-295264.70401714,-312019.736439668,-483103.434849069,-483160.42475526,"1998","Likati_1998","N"
"Likati",1999,505899.39732861,4091134.39630832,16645098.893451,63259536.7496815,143668419.082862,-33168.1254078578,-108166.841965737,-109819.549245549,-110332.45840135,-138371.492251206,-474782.908544123,-1050779.89049739,-1137803.47726366,-1157578.97471434,-1385310.63988572,-3533.37418433826,-15501.2544861307,-15501.2544861307,-15501.2544861307,-22568.0028548077,-13392.6279567657,-39437.0150897098,-39437.0150897098,-40120.8939641048,-50607.0367047177,-223742.371737257,-467317.230831891,-519007.075754397,-535762.108176924,-706845.806586325,"1999","Likati_1999","N"
"Likati",2000,482476.545880817,4055686.67465253,16570043.1869869,63010946.7788414,143154655.078478,-75055.7064640764,-108223.831871934,-183222.548429813,-184875.255709626,-185388.164865427,-513764.004383862,-988546.912927985,-1564543.89488125,-1651567.48164752,-1671342.9790982,-23422.8514477931,-26956.2256321314,-38924.1059339239,-38924.1059339239,-38924.1059339239,-35447.7216557846,-48840.3496125503,-74884.7367454944,-74884.7367454944,-75568.6156198895,-248589.970840074,-472332.342577331,-715907.201671965,-767597.046594471,-784352.079016998,"2000","Likati_2000","N"
"Likati",2001,476663.575448518,4037848.83401225,16508665.0580106,62721096.1159132,142686767.948585,-61378.1289763097,-136433.835440386,-169601.960848244,-244600.677406123,-246253.384685935,-467887.129893661,-981651.134277523,-1456434.04282165,-2032431.02477491,-2119454.61154118,-5812.97043229925,-29235.8218800924,-32769.1960644306,-44737.0763662231,-44737.0763662231,-17837.8406402878,-53285.5622960725,-66678.1902528382,-92722.5773857823,-92722.5773857823,-289850.662928171,-538440.633768246,-762183.005505502,-1005757.86460014,-1057447.70952264,"2001","Likati_2001","N"
"Likati",2002,462929.008054556,4022860.4886819,16488433.6413099,62712034.7208275,142693150.818079,-20231.4167006388,-81609.5456769485,-156665.252141025,-189833.377548883,-264832.094106762,6382.86949416995,-461504.260399491,-975268.264783353,-1450051.17332748,-2026048.15528074,-13734.5673939611,-19547.5378262604,-42970.3892740535,-46503.7634583918,-58471.6437601842,-14988.3453303422,-32826.18597063,-68273.9076264147,-81666.5355831804,-107710.922716124,-9061.39508569241,-298912.058013864,-547502.028853938,-771244.400591195,-1014819.25968583,"2002","Likati_2002","N"
"Likati",2003,462416.098898765,4025652.99408566,16496925.1373335,62821341.3609173,142978784.227948,8491.49602361023,-11739.9206770286,-73118.0496533383,-148173.756117415,-181341.881525273,285633.409869522,292016.279363692,-175870.850529969,-689634.854913831,-1164417.76345795,-512.909155790985,-14247.4765497521,-20060.4469820514,-43483.2984298445,-47016.6726141828,2792.50540375151,-12195.8399265907,-30033.6805668785,-65481.4022226632,-78874.0301794289,109306.640089735,100245.245004043,-189605.417924128,-438195.388764203,-661937.760501459,"2003","Likati_2003","N"
"Likati",2004,454836.441374297,4012773.27528468,16475781.8821337,62726054.2377525,142926068.564714,-21143.2551998384,-12651.7591762282,-32883.175876867,-94261.3048531767,-169317.011317253,-52715.6632342637,232917.746635258,239300.616129428,-228586.513764232,-742350.518148094,-7579.65752446855,-8092.56668025954,-21827.1340742207,-27640.1045065199,-51062.955954313,-12879.7188009778,-10087.2133972263,-25075.5587275685,-42913.3993678563,-78361.121023641,-95287.123164773,14019.5169249624,4958.12183927,-284892.541088901,-533482.511928976,"2004","Likati_2004","N"
"Likati",2005,449821.329628784,4001489.27385728,16447001.9795032,62646781.2782297,142902759.693079,-28779.9026304595,-49923.157830298,-41431.6618066877,-61663.0785073265,-123041.207483636,-23308.8716351688,-76024.5348694324,209608.875000089,215991.744494259,-251895.385399401,-5015.1117455131,-12594.7692699817,-13107.6784257726,-26842.2458197338,-32655.216252033,-11284.0014274013,-24163.7202283791,-21371.2148246276,-36359.5601549698,-54197.4007952577,-79272.9595228285,-174560.082687601,-65253.4425978661,-74314.8376835585,-364165.50061173,"2005","Likati_2005","N"
"Likati",2006,447256.783849829,3998126.86939153,16431785.6745481,62642905.9646082,142984027.299319,-15216.3049551621,-43996.2075856216,-65139.46278546,-56647.9667618498,-76879.3834624887,81267.6062397063,57958.7346045375,5243.07137027383,290876.481239796,297259.350733966,-2564.54577895498,-7579.65752446809,-15159.3150489366,-15672.2242047276,-29406.7915986888,-3362.40446574613,-14646.4058931475,-27526.1246941253,-24733.6192903738,-39721.9646207159,-3875.3136215061,-83148.2731443346,-178435.396309108,-69128.7562193722,-78190.1513050646,"2006","Likati_2006","N"
"Likati",2007,443324.480322097,3996075.23276837,16421470.5015261,62603468.9495184,143003916.776583,-10315.1730220187,-25531.4779771809,-54311.3806076404,-75454.6358074788,-66963.1397838686,19889.4772638083,101157.083503515,77848.2118683457,25132.5486340821,310765.958503604,-3932.30352773156,-6496.84930668655,-11511.9610521997,-19091.6185766682,-19604.5277324592,-2051.63662316324,-5414.04108890938,-16698.0425163107,-29577.7613172885,-26785.255913537,-39437.0150897205,-43312.3287112266,-122585.288234055,-217872.411398828,-108565.771309093,"2007","Likati_2007","N"
"Likati",2008,441215.853792734,3995163.39426918,16413491.9146582,62592754.847153,143045177.46867,-7978.58686784282,-18293.7598898616,-33510.0648450237,-62289.9674754832,-83433.2226753216,41260.6920877397,61150.169351548,142417.775591254,119108.903956085,66393.2407218218,-2108.62652936345,-6040.93005709501,-8605.47583605,-13620.5875815631,-21200.2451060317,-911.838499183301,-2963.47512234654,-6325.87958809268,-17609.881015494,-30489.5998164718,-10714.1023654118,-50151.1174551323,-54026.4310766384,-133299.390599467,-228586.51376424,"2008","Likati_2008","N"
"Likati",2009,438765.287826176,3992085.93933444,16397534.7409225,62571041.6928912,143111000.81033,-15957.1737357024,-23935.7606035452,-34250.933625564,-49467.2385807261,-78247.1412111856,65823.3416600525,107084.033747792,126973.5110116,208241.117251307,184932.245616138,-2450.56596655736,-4559.19249592081,-8491.49602365238,-11056.0418026074,-16071.1535481205,-3077.45493474603,-3989.29343392933,-6040.93005709257,-9403.3345228387,-20687.33595024,-21713.1542618126,-32427.2566272244,-71864.2717169449,-75739.585338451,-155012.544861279,"2009","Likati_2009","N"
"Likati",2010,434662.014579848,3988267.6156191,16378272.1526272,62511715.200538,142982146.632414,-19262.5882953033,-35219.7620310057,-43198.3488988485,-53513.5219208673,-68729.8268760294,-128854.17791602,-63030.8362559676,-21770.1441682279,-1880.66690441966,79386.9393352866,-4103.27324632864,-6553.839212886,-8662.46574224945,-12594.769269981,-15159.315048936,-3818.32371533383,-6895.77865007985,-7807.61714926315,-9859.2537724264,-13221.6582381725,-59326.4923531935,-81039.646615006,-91753.7489804178,-131190.764070138,-135066.077691644,"2010","Likati_2010","N"
"Likati",2011,425828.579119001,3976242.74541111,16353196.5938996,62461621.0729891,142935471.899237,-25075.5587275773,-44338.1470228806,-60295.320758583,-68273.9076264258,-78589.0806484446,-46674.7331769764,-175528.911092997,-109705.569432944,-68444.8773452044,-48555.4000813961,-8833.43546084699,-12936.7087071756,-15387.274673733,-17495.9012030964,-21428.204730828,-12024.870207991,-15843.1939233248,-18920.6488580708,-19832.4873572541,-21884.1239804174,-50094.1275489256,-109420.619902119,-131133.774163932,-141847.876529343,-181284.891619064,"2011","Likati_2011","N"
"Likati",2012,415684.375815577,3961026.44045598,16316951.0135571,62401268.7623244,142869078.658515,-36245.5803425387,-61321.139070116,-80583.7273654193,-96540.9011011217,-104519.487968965,-66393.240721941,-113067.973898917,-241922.151814938,-176098.810154885,-134838.118067145,-10144.2033034237,-18977.6387642706,-23080.9120105993,-25531.4779771566,-27640.1045065201,-15216.3049551346,-27241.1751631256,-31059.4988784594,-34136.9538132055,-35048.7923123888,-60352.3106647208,-110446.438213646,-169772.93056684,-191486.084828652,-202200.187194064,"2012","Likati_2012","N"
"Likati",2013,409985.385195676,3949001.57024799,16291704.4851109,62358925.2620185,142830496.492019,-25246.5284461845,-61492.1087887231,-86567.6675163005,-105830.255811604,-121787.429547306,-38582.1664965451,-104975.407218486,-151650.140395463,-280504.318311483,-214680.97665143,-5698.99061990104,-15843.1939233247,-24676.6293841717,-28779.9026305003,-31230.4685970577,-12024.870207991,-27241.1751631256,-39266.0453711166,-43084.3690864504,-46161.8240211965,-42343.5003059059,-102695.810970627,-152789.938519552,-212116.430872746,-233829.585134558,"2013","Likati_2013","N"
"Likati",2014,409301.506321288,3936976.70004,16268167.6538507,62307862.3060642,142752762.259963,-23536.8312601782,-48783.3597063627,-85028.9400489014,-110104.498776479,-129367.087071782,-77734.2320556641,-116316.398552209,-182709.63927415,-229384.372451127,-358238.550367147,-683.878874387941,-6382.86949428899,-16527.0727977126,-25360.5082585596,-29463.7815048883,-12024.8702079891,-24049.7404159801,-39266.0453711147,-51290.9155791057,-55109.2392944396,-51062.9559542984,-93406.4562602043,-153758.766924925,-203852.894473851,-263179.386827044,"2014","Likati_2014","N"
"Likati",2015,409301.506321288,3936976.70004,16268167.6538507,62307805.316158,142752705.270057,0,-23536.8312601782,-48783.3597063627,-85028.9400489014,-110104.498776479,-56.9899062216282,-77791.2219618857,-116373.388458431,-182766.629180372,-229441.362357348,0,-683.878874387941,-6382.86949428899,-16527.0727977126,-25360.5082585596,0,-12024.8702079891,-24049.7404159801,-39266.0453711147,-51290.9155791057,-56.9899061918259,-51119.9458604902,-93463.4461663961,-153815.756831117,-203909.884380043,"2015","Likati_2015","N"
"Likati",2016,404913.283543964,3930137.91129611,16246682.4592137,62243292.7423407,142639808.265877,-21485.1946369968,-21485.1946369968,-45022.0258971751,-70268.5543433595,-106514.134685898,-112897.004180342,-112953.994086564,-190688.226142228,-229270.392638773,-295663.633360714,-4388.22277732374,-4388.22277732374,-5072.10165171168,-10771.0922716127,-20915.2955750364,-6838.7887438871,-6838.7887438871,-18863.6589518762,-30888.5291598672,-46104.8341150018,-64512.5738173127,-64569.5637235045,-115632.519677803,-157976.019983709,-218328.33064843,"2016","Likati_2016","S"
"Likati",2017,403545.525795188,3926718.51692417,16213571.3237121,62117857.9587967,142426552.03688,-33111.1355016585,-54596.3301386554,-54596.3301386554,-78133.1613988336,-103379.689845018,-213256.228996545,-326153.233176887,-326210.223083109,-403944.455138773,-442526.621635318,-1367.757748776,-5755.98052609974,-5755.98052609974,-6439.85940048768,-12138.8500203887,-3419.39437194029,-10258.1831158274,-10258.1831158274,-22283.0533238165,-34307.9235318075,-125434.783544004,-189947.357361317,-190004.347267509,-241067.303221807,-283410.803527713,"2017","Likati_2017","N"
