"Location","year","forst_ha_buff100","forst_ha_buff200","forst_ha_buff20","forst_ha_buff300","forst_ha_buff50","diff_ha_forst_20k_1yr","diff_ha_forst_20k_2yr","diff_ha_forst_20k_3yr","diff_ha_forst_20k_4yr","diff_ha_forst_20k_5yr","diff_ha_forst_50k_1yr","diff_ha_forst_50k_2yr","diff_ha_forst_50k_3yr","diff_ha_forst_50k_4yr","diff_ha_forst_50k_5yr","diff_ha_forst_100k_1yr","diff_ha_forst_100k_2yr","diff_ha_forst_100k_3yr","diff_ha_forst_100k_4yr","diff_ha_forst_100k_5yr","diff_ha_forst_200k_1yr","diff_ha_forst_200k_2yr","diff_ha_forst_200k_3yr","diff_ha_forst_200k_4yr","diff_ha_forst_200k_5yr","diff_ha_forst_300k_1yr","diff_ha_forst_300k_2yr","diff_ha_forst_300k_3yr","diff_ha_forst_300k_4yr","diff_ha_forst_300k_5yr","yrfac","spillprd","spillyr"
"Mayibout2",2020,123111.406665911,779832.213833615,3113259.71562921,12339586.7908748,26532844.6128224,-9.49787120660767,-655.353113713209,-4169.56546260696,-4815.42070510704,-4748.93560661329,4169.56546265632,-7626.79058420658,436.902075834572,5974.16099311411,15918.4321534261,-104.476583345458,-389.412719742453,-436.902075808452,-1054.26370466845,-1054.26370466845,-104.476583345444,-398.910590955522,-569.872272793436,-1187.23390165344,-1187.23390165344,-3609.19106096774,-20125.9891007673,-25112.3714877665,-24561.4949574023,-20629.3762750886,"2020","Mayibout2_2020","N"
"Mayibout2",2021,123111.406665911,779832.213833615,3112632.85612913,12331295.1493056,26499744.5316443,-626.859500079881,-636.357371286489,-1282.21261379309,-4796.42496268684,-5442.28020518692,-33100.0811781026,-28930.5157154463,-40726.8717623092,-32663.1791022681,-27125.9201849885,0,-104.476583345458,-389.412719742453,-436.902075808452,-1054.26370466845,0,-104.476583345444,-398.910590955522,-569.872272793436,-1187.23390165344,-8291.6415692009,-11900.8326301686,-28417.6306699682,-33404.0130569674,-32853.1365266033,"2021","Mayibout2_2021","N"
"Mayibout2",2022,123111.406665911,779832.213833615,3112290.93276545,12322186.6908121,26466976.8759586,-341.923363673035,-968.782863752916,-978.280734959524,-1624.13597746613,-5138.34832635988,-32767.6556857042,-65867.7368638068,-61698.1714011505,-73494.5274480134,-65430.8347879723,0,0,-104.476583345458,-389.412719742453,-436.902075808452,0,0,-104.476583345444,-398.910590955522,-569.872272793436,-9108.45849350281,-17400.1000627037,-21009.2911236715,-37526.089163471,-42512.4715504702,"2022","Mayibout2_2022","N"
"Mbandaka",1992,518323.196879994,4074835.2831354,5465825.91700543,68155140.661895,150862824.841425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","Mbandaka_1992","N"
"Mbandaka",1993,518323.196879994,4074835.2831354,5465806.92037003,68154969.6921763,150862596.881801,-18.9966353997588,NA,NA,NA,NA,-227.959624707699,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-170.969718664885,NA,NA,NA,NA,"1993","Mbandaka_1993","N"
"Mbandaka",1994,518323.196879994,4074835.2831354,5465806.92037003,68154969.6921763,150862596.881801,0,-18.9966353997588,NA,NA,NA,0,-227.959624707699,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,-170.969718664885,NA,NA,NA,"1994","Mbandaka_1994","N"
"Mbandaka",1995,515188.752039048,4069478.23195269,5465996.88672404,68199022.8896682,151008946.96092,189.966354004107,189.966354004107,170.969718604349,NA,NA,146350.079119116,146350.079119116,146122.119494408,NA,NA,-3134.44484094577,-3134.44484094577,-3134.44484094577,NA,NA,-5357.05118270731,-5357.05118270731,-5357.05118270731,NA,NA,44053.1974918991,44053.1974918991,43882.2277732342,NA,NA,"1995","Mbandaka_1995","N"
"Mbandaka",1996,507951.033951774,4058536.16996248,5459462.04414653,68177195.7555941,151051974.3401,-6534.84257750213,-6344.87622349802,-6344.87622349802,-6363.87285889778,NA,43027.3791804612,189377.458299577,189377.458299577,189149.49867487,NA,-7237.71808727406,-10372.1629282198,-10372.1629282198,-10372.1629282198,NA,-10942.0619902136,-16299.1131729209,-16299.1131729209,-16299.1131729209,NA,-21827.1340741664,22226.0634177327,22226.0634177327,22055.0936990678,NA,"1996","Mbandaka_1996","N"
"Mbandaka",1997,506640.266109197,4058137.24061909,5467839.56035779,68208711.1737221,151145722.735797,8377.51621125732,1842.67363375518,2032.63998775929,2032.63998775929,2013.64335235953,93748.395697087,136775.774877548,283125.853996664,283125.853996664,282897.894371957,-1310.76784257736,-8548.48592985142,-11682.9307707972,-11682.9307707972,-11682.9307707972,-398.929343388416,-11340.991333602,-16698.0425163093,-16698.0425163093,-16698.0425163093,31515.4181280285,9688.2840538621,53741.4815457612,53741.4815457612,53570.5118270963,"1997","Mbandaka_1997","N"
"Mbandaka",1998,505671.437703814,4055743.66455873,5464496.15252746,68169046.1990075,151015500.800133,-3343.40783032961,5034.1083809277,-1500.73419657443,-1310.76784257032,-1310.76784257032,-130221.935664445,-36473.5399673581,6553.83921310306,152903.918332219,152903.918332219,-968.828405382461,-2279.59624795982,-9517.31433523388,-12651.7591761797,-12651.7591761797,-2393.57606035843,-2792.50540374685,-13734.5673939604,-19091.6185766677,-19091.6185766677,-39664.9747145921,-8149.55658656359,-29976.69066073,14076.5068311691,14076.5068311691,"1998","Mbandaka_1998","N"
"Mbandaka",1999,505329.49826662,4052495.23990539,5457144.45462778,68095187.2805737,150915768.464285,-7351.69789967872,-10695.1057300083,-2317.58951875102,-8852.43209625315,-8662.46574224904,-99732.3358480334,-229954.271512479,-136205.875815392,-93178.4966349304,53171.5824841857,-341.939437194553,-1310.76784257701,-2621.53568515438,-9859.25377242843,-12993.6986133742,-3248.42465334293,-5642.00071370136,-6040.93005708978,-16982.9920473034,-22340.0432300107,-73858.918433845,-113523.893148437,-82008.4750204086,-103835.609094575,-59782.4116026759,"1999","Mbandaka_1999","N"
"Mbandaka",2000,503790.770799246,4044003.74388173,5446012.42628356,68003376.541687,151022795.508126,-11132.028344227,-18483.7262439057,-21827.1340742353,-13449.617862978,-19984.4604404802,107027.04384163,7294.70799359679,-122927.227670848,-29178.8319737613,13848.5472066998,-1538.72746737383,-1880.66690456838,-2849.49530995084,-4160.2631525282,-11397.9812398023,-8491.49602365727,-11739.9206770002,-14133.4967373586,-14532.426080747,-25474.4880709606,-91810.7388866544,-165669.657320499,-205334.632035092,-173819.213907063,-195646.347981229,"2000","Mbandaka_2000","N"
"Mbandaka",2001,503619.80108065,4042635.98613296,5448216.03598993,68037399.5156878,151314412.858146,2203.60970637668,-8928.41863785032,-16280.116537529,-19623.5243678587,-11246.0081566013,291617.350019991,398644.393861622,298912.058013588,168690.122349143,262438.51804623,-170.969718596549,-1709.69718597038,-2051.63662316493,-3020.46502854739,-4331.23287112475,-1367.75774877518,-9859.25377243245,-13107.6784257754,-15501.2544861338,-15900.1838295222,34022.9740007967,-57787.7648858577,-131646.683319703,-171311.658034295,-139796.239906266,"2001","Mbandaka_2001","N"
"Mbandaka",2002,503619.80108065,4042635.98613296,5449583.79373871,68037912.4248436,151339146.477437,1367.75774877332,3571.36745515,-7560.660889077,-14912.3587887557,-18255.7666190853,24733.6192902327,316350.969310224,423378.013151854,323645.677303821,193423.741639376,0,-170.969718596549,-1709.69718597038,-2051.63662316493,-3020.46502854739,0,-1367.75774877518,-9859.25377243245,-13107.6784257754,-15501.2544861338,512.909155845642,34535.8831566423,-57274.8557300121,-131133.774163857,-170798.748878449,"2002","Mbandaka_2002","N"
"Mbandaka",2003,506070.367047207,4045086.55209952,5450115.6995299,68042414.6274333,151368097.349786,531.905791196972,1899.66353997029,4103.27324634697,-7028.75509788003,-14380.4529975588,28950.8723495603,53684.4916397929,345301.841659784,452328.885501415,352596.549653381,2450.56596655707,2450.56596655707,2279.59624796052,740.868780586694,398.929343392141,2450.56596656004,2450.56596656004,1082.80821778486,-7408.68780587241,-10657.1124592153,4502.20258969069,5015.11174553633,39038.085746333,-52772.6531403214,-126631.571574166,"2003","Mbandaka_2003","N"
"Mbandaka",2004,505329.49826662,4040299.3999788,5443732.83003562,67981663.3874252,151344788.478151,-6382.86949428637,-5850.96370308939,-4483.20595431607,-2279.59624793939,-13411.6245921664,-23308.8716350496,5642.00071451068,30375.6200047433,321992.970024735,429020.013866365,-740.868780586752,1709.69718597032,1709.69718597032,1538.72746737377,-5.82076609134674e-11,-4787.15212071734,-2336.5861541573,-2336.5861541573,-3704.34390293248,-12195.8399265897,-60751.2400081605,-56249.0374184698,-55736.1282626241,-21713.1542618275,-113523.893148482,"2004","Mbandaka_2004","N"
"Mbandaka",2005,503505.821268252,4038418.73307424,5442308.08238063,67970664.3355288,151317775.262612,-1424.74765498657,-7807.61714927293,-7275.71135807596,-5907.95360930264,-3704.34390292596,-27013.2155389488,-50322.0871739984,-21371.2148244381,3362.40446579456,294979.754485786,-1823.67699836823,-2564.54577895498,-113.979812397913,-113.979812397913,-284.949530994461,-1880.66690456495,-6667.81902528228,-4217.25305872224,-4217.25305872224,-5585.01080749743,-10999.0518963486,-71750.2919045091,-67248.0893148184,-66735.1801589727,-32712.2061581761,"2005","Mbandaka_2005","N"
"Mbandaka",2006,501739.134176083,4036538.06616967,5441073.30107965,67961545.9505369,151273038.186246,-1234.78130097967,-2659.52895596623,-9042.3984502526,-8510.49265905563,-7142.73491028231,-44737.076366365,-71750.2919053137,-95059.1635403633,-66108.291190803,-41374.6719005704,-1766.68709216907,-3590.3640905373,-4331.23287112406,-1880.66690456698,-1880.66690456698,-1880.66690456914,-3761.33380913408,-8548.48592985142,-6097.91996329138,-6097.91996329138,-9118.38499192894,-20117.4368882775,-80868.676896438,-76366.4743067473,-75853.5651509017,"2006","Mbandaka_2006","N"
"Mbandaka",2007,501910.103894679,4036595.05607586,5441510.22369385,67974197.7097131,151288653.420545,436.922614200041,-797.858686779626,-2222.60634176619,-8605.47583605256,-8073.57004485559,15615.2342988849,-29121.8420674801,-56135.0576064289,-79443.9292414784,-50493.0568919182,170.969718596432,-1595.71737357264,-3419.39437194087,-4160.26315252762,-1709.69718597055,56.9899061932229,-1823.67699837591,-3704.34390294086,-8491.4960236582,-6040.93005709816,12651.7591762245,3533.37418429554,-7465.67771205306,-68216.9177202135,-63714.7151305228,"2007","Mbandaka_2007","N"
"Mbandaka",2008,500485.356239704,4035056.32860849,5439363.60389369,67961545.9505369,151219524.664325,-2146.61980016623,-1709.69718596619,-2944.47848694585,-4369.22614193242,-10752.0956362188,-69128.7562196851,-53513.5219208002,-98250.5982871652,-125263.813826114,-148572.685461164,-1424.74765497481,-1253.77793637838,-3020.46502854745,-4844.14202691568,-5585.01080750243,-1538.72746736789,-1481.73756117467,-3362.40446574381,-5243.07137030875,-10030.2234910261,-12651.7591761798,4.4703483581543e-08,-9118.38499188423,-20117.4368882328,-80868.6768963933,"2008","Mbandaka_2008","N"
"Mbandaka",2009,500029.436990112,4033859.54057831,5435203.34074115,67945930.7162385,151182196.275765,-4160.26315253414,-6306.88295270037,-5869.96033850033,-7104.74163948,-8529.48929446656,-37328.3885603547,-106457.14478004,-90841.9104811549,-135578.98684752,-162592.202386469,-455.919249592058,-1880.66690456687,-1709.69718597044,-3476.38427813951,-5300.06127650774,-1196.78803018155,-2735.51549754944,-2678.52559135621,-4559.19249592535,-6439.8594004903,-15615.2342984676,-28266.9934746474,-15615.2342984229,-24733.6192903519,-35732.6711867005,"2009","Mbandaka_2009","N"
"Mbandaka",2010,499402.548021923,4032434.79292334,5431688.96319222,67905695.8424619,151038353.752519,-3514.37754893024,-7674.64070146438,-9821.2605016306,-9384.33788743056,-10619.1191884102,-143842.52324596,-181170.911806315,-250299.668026,-234684.433727115,-279421.51009348,-626.888968189422,-1082.80821778148,-2507.55587275629,-2336.58615415986,-4103.27324632893,-1424.747654974,-2621.53568515554,-4160.26315252343,-4103.27324633021,-5983.94015089935,-40234.8737765551,-55850.1080750227,-68501.8672512025,-55850.108074978,-64968.4930669069,"2010","Mbandaka_2010","N"
"Mbandaka",2011,497578.871023554,4029471.31780099,5422133.65558619,67849674.7646683,150826864.210614,-9555.30760602932,-13069.6851549596,-17229.9483074937,-19376.5681076599,-18939.6454934599,-211489.541904807,-355332.065150768,-392660.453711122,-461789.209930807,-446173.975631922,-1823.67699836823,-2450.56596655765,-2906.48521614971,-4331.23287112452,-4160.26315252809,-2963.47512234841,-4388.2227773224,-5585.01080750395,-7123.73827487184,-7066.74836867861,-56021.0777936578,-96255.9515702128,-111871.18586868,-124522.94504486,-111871.185868636,"2011","Mbandaka_2011","N"
"Mbandaka",2012,497578.871023554,4029585.29761338,5421905.69596141,67819641.0841014,150616001.557678,-227.959624784999,-9783.26723081432,-13297.6447797446,-17457.9079322787,-19604.5277324449,-210862.65293619,-422352.194840997,-566194.718086958,-603523.106647313,-672651.862866998,0,-1823.67699836823,-2450.56596655765,-2906.48521614971,-4331.23287112452,113.979812394828,-2849.49530995358,-4274.24296492757,-5471.03099510912,-7009.75846247701,-30033.680566892,-86054.7583605498,-126289.632137105,-141904.866435573,-154556.625611752,"2012","Mbandaka_2012","N"
"Mbandaka",2013,495299.274775594,4026906.77202203,5419968.03915063,67792741.8483755,150542028.659431,-1937.65681077447,-2165.61643555947,-11720.9240415888,-15235.301590519,-19395.5647430532,-73972.8982462883,-284835.551182479,-496325.093087286,-640167.616333246,-677496.004893601,-2279.59624796006,-2279.59624796006,-4103.27324632829,-4730.16221451771,-5186.08146410977,-2678.52559135109,-2564.54577895626,-5528.02090130467,-6952.76855627866,-8149.55658646021,-26899.2357258946,-56932.9162927866,-112953.994086444,-153188.867862999,-168804.102161467,"2013","Mbandaka_2013","N"
"Mbandaka",2014,487719.617251125,4018529.25581078,5408968.98725423,67688621.2897499,150337377.906271,-10999.0518964045,-12936.7087071789,-13164.6683319639,-22719.9759379933,-26234.3534869235,-204650.753160238,-278623.651406527,-489486.304342717,-700975.846247524,-844818.369493484,-7579.65752446902,-9859.25377242907,-9859.25377242907,-11682.9307707973,-12309.8197389867,-8377.51621125173,-11056.0418026028,-10942.061990208,-13905.5371125564,-15330.2847675304,-104120.558625564,-131019.794351459,-161053.474918351,-217074.552712008,-257309.426488563,"2014","Mbandaka_2014","N"
"Mbandaka",2015,487662.627344926,4018472.26590458,5408949.99061883,67688507.3099375,150337206.936553,-18.9966353997588,-11018.0485318042,-12955.7053425787,-13183.6649673637,-22738.972573393,-170.96971860528,-204821.722878844,-278794.621125132,-489657.274061322,-701146.815966129,-56.9899061990436,-7636.64743066806,-9916.24367862812,-9916.24367862812,-11739.9206769963,-56.9899061992764,-8434.506117451,-11113.0317088021,-10999.0518964073,-13962.5270187557,-113.979812413454,-104234.538437977,-131133.774163872,-161167.454730764,-217188.532524422,"2015","Mbandaka_2015","N"
"Mbandaka",2016,486180.889783752,4013343.17434667,5393733.68566368,67495254.5380167,150037497.019852,-15216.3049551463,-15235.301590546,-26234.3534869505,-28172.010297725,-28399.96992251,-299709.916700929,-299880.886419535,-504531.639579773,-578504.537826061,-789367.190762252,-1481.73756117414,-1538.72746737319,-9118.38499184221,-11397.9812398023,-11397.9812398023,-5129.09155791067,-5186.08146410994,-13563.5976753617,-16242.1232667128,-16128.1434543179,-193252.771920815,-193366.751733229,-297487.310358793,-324386.546084687,-354420.226651579,"2016","Mbandaka_2016","N"
"Mbandaka",2017,486009.920065155,4012089.39641029,5385546.13580643,67431995.7421357,149890178.112327,-8187.54985725321,-23403.8548123995,-23422.8514477992,-34421.9033442037,-36359.5601549782,-147318.907524705,-447028.824225634,-447199.79394424,-651850.547104478,-725823.445350766,-170.969718596782,-1652.70727977093,-1709.69718596997,-9289.35471043899,-11568.950958399,-1253.77793637989,-6382.86949429056,-6439.85940048983,-14817.3756117416,-17495.9012030927,-63258.7958809733,-256511.567801788,-256625.547614202,-360746.106239766,-387645.34196566,"2017","Mbandaka_2017","N"
"Mbandaka",2018,487662.627344927,4010892.60838011,5372267.48766206,67307187.84756,149671507.842241,-13278.6481443699,-21466.1980016232,-36682.5029567694,-36701.4995921692,-47700.5514885737,-218670.270085484,-365989.177610189,-665699.094311118,-665870.064029723,-870520.817189962,1652.70727977139,1481.73756117461,4.65661287307739e-10,-56.989906198578,-7636.6474306676,-1196.78803017875,-2450.56596655864,-7579.65752446931,-7636.64743066859,-16014.1636419203,-124807.89457573,-188066.690456703,-381319.462377518,-381433.442189932,-485554.000815496,"2018","Mbandaka_2018","N"
"Mbandaka",2019,487491.65762633,4009353.88091273,5363092.11276402,67223640.6450722,149499113.37599,-9175.37489803415,-22454.0230424041,-30641.5728996573,-45857.8778548036,-45876.8744902033,-172394.466251999,-391064.736337483,-538383.643862188,-838093.560563117,-838264.530281723,-170.969718596956,1481.73756117444,1310.76784257765,-170.969718596491,-227.959624795534,-1538.72746737674,-2735.51549755549,-3989.29343393538,-9118.38499184605,-9175.37489804532,-83547.2024877816,-208355.097063512,-271613.892944485,-464866.6648653,-464980.644677714,"2019","Mbandaka_2019","S"
"Mbandaka",2020,487320.687907733,4009125.92128794,5362199.27090023,67215092.1591423,149473125.978763,-892.841863791458,-10068.2167618256,-23346.8649061956,-31534.4147634488,-46750.719718595,-25987.3972269595,-198381.863478959,-417052.133564442,-564371.041089147,-864080.957790077,-170.969718597014,-341.939437193971,1310.76784257742,1139.79812398064,-341.939437193505,-227.959624795243,-1766.68709217198,-2963.47512235073,-4217.25305873062,-9346.34461664129,-8548.48592986166,-92095.6884176433,-216903.582993373,-280162.378874347,-473415.150795162,"2020","Mbandaka_2020","N"
"Mbandaka",2021,487434.667720131,3998240.84920393,5350706.30648344,67087605.7389751,149215702.572462,-11492.9644167963,-12385.8062805878,-21561.1811786219,-34839.8293229919,-43027.3791802451,-257423.406300396,-283410.803527355,-455805.269779354,-674475.539864838,-821794.447389543,113.979812398029,-56.9899061989854,-227.959624795942,1424.74765497545,1253.77793637867,-10885.0720840078,-11113.031708803,-12651.7591761798,-13848.5472063585,-15102.3251427384,-127486.420167223,-136034.906097084,-219582.108584866,-344390.003160596,-407648.799041569,"2021","Mbandaka_2021","S"
"Mbandaka",2022,485610.990721762,3982568.6249992,5330455.89314738,67002348.8393014,149034588.650561,-20250.4133360609,-31743.3777528573,-32636.2196166487,-41811.5945146829,-55090.2426590528,-181113.921900898,-438537.328201294,-464524.725428253,-636919.191680253,-855589.461765736,-1823.67699836846,-1709.69718597044,-1880.66690456745,-2051.63662316441,-398.929343393014,-15672.224204727,-26557.2962887348,-26785.25591353,-28323.9833809067,-29520.7714110855,-85256.8996737525,-212743.319840975,-221291.805770837,-304839.008258618,-429646.902834348,"2022","Mbandaka_2022","N"
"Mbandza",1992,120271.543173155,736246.482836094,2990167.30470572,11216074.1071903,24824889.9219029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","Mbandza_1992","N"
"Mbandza",1993,120271.543173155,736246.482836094,2990167.30470572,11216074.1071903,24824880.4240317,0,NA,NA,NA,NA,-9.49787120893598,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"1993","Mbandza_1993","N"
"Mbandza",1994,120271.543173155,736246.482836094,2990167.30470572,11216074.1071903,24824880.4240317,0,0,NA,NA,NA,0,-9.49787120893598,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,"1994","Mbandza_1994","N"
"Mbandza",1995,120186.062332236,736512.423230064,2991553.99390285,11230035.9778738,24841425.7156852,1386.6891971291,1386.6891971291,1386.6891971291,NA,NA,16545.2916535027,16545.2916535027,16535.7937822938,NA,NA,-85.4808409190009,-85.4808409190009,-85.4808409190009,NA,NA,265.940393970232,265.940393970232,265.940393970232,NA,NA,13961.8706834894,13961.8706834894,13961.8706834894,NA,NA,"1995","Mbandza_1995","N"
"Mbandza",1996,120186.062332236,736683.384911903,2991905.41513774,11240037.2362614,24854076.8801412,351.421234895941,1738.11043202505,1738.11043202505,1738.11043202505,NA,12651.1644560508,29196.4561095536,29196.4561095536,29186.9582383446,NA,0,-85.4808409190009,-85.4808409190009,-85.4808409190009,NA,170.961681838962,436.902075809194,436.902075809194,436.902075809194,NA,10001.2583875414,23963.1290710308,23963.1290710308,23963.1290710308,NA,"1996","Mbandza_1996","N"
"Mbandza",1997,120148.070847383,736559.91258613,2991553.99390285,11241461.9169433,24858369.9179295,-351.421234891284,4.65661287307739e-09,1386.68919713376,1386.68919713376,1386.68919713376,4293.03778829798,16944.2022443488,33489.4938978516,33489.4938978516,33479.9960266426,-37.9914848529152,-37.9914848529152,-123.472325771916,-123.472325771916,-123.472325771916,-123.472325772746,47.4893560662167,313.429750036448,313.429750036448,313.429750036448,1424.68068191037,11425.9390694518,25387.8097529411,25387.8097529411,25387.8097529411,"1997","Mbandza_1997","N"
"Mbandza",1998,120148.070847383,736047.027540616,2986662.59022803,11221022.4980925,24818573.8375461,-4891.40367481718,-5242.82490970846,-4891.40367481252,-3504.71447768342,-3504.71447768342,-39796.0803834088,-35503.0425951108,-22851.87813906,-6306.58648555726,-6306.58648555726,0,-37.9914848529152,-37.9914848529152,-123.472325771916,-123.472325771916,-512.885045514558,-636.357371287304,-465.395689448342,-199.45529547811,-199.45529547811,-20439.4188508112,-19014.7381689008,-9013.47978135943,4948.39090212993,4948.39090212993,"1998","Mbandza_1998","N"
"Mbandza",1999,120034.096392825,732665.785388706,2977345.17856786,11190249.3953615,24797089.6528618,-9317.41166017856,-14208.8153349957,-14560.236569887,-14208.8153349911,-12822.126137862,-21484.1846843176,-61280.2650677264,-56987.2272794284,-44336.0628233775,-27790.7711698748,-113.974454557989,-113.974454557989,-151.965939410904,-151.965939410904,-237.446780329905,-3381.24215191032,-3894.12719742488,-4017.59952319763,-3846.63784135866,-3580.69744738843,-30773.1027309299,-51212.521581741,-49787.8408998307,-39786.5825122893,-25824.7118287999,"1999","Mbandza_1999","N"
"Mbandza",2000,118770.879521465,729294.041108008,2966793.04364995,11172383.8996095,24828366.142767,-10552.1349179018,-19869.5465780804,-24760.9502528976,-25112.3714877889,-24760.9502528929,31276.4899051785,9792.30522086099,-30003.7751625478,-25710.7373742498,-13059.572918199,-1263.21687135994,-1377.19132591793,-1377.19132591793,-1415.18281077084,-1415.18281077084,-3371.74428069731,-6752.98643260763,-7265.87147812219,-7389.34380389494,-7218.38212205598,-17865.4957520701,-48638.598483,-69078.0173338111,-67653.3366519008,-57652.0782643594,"2000","Mbandza_2000","N"
"Mbandza",2001,118191.509377458,726967.062660767,2961569.21448268,11163503.3900251,24866310.1382639,-5223.82916727802,-15775.9640851798,-25093.3757453584,-29984.7794201756,-30336.2006550669,37943.9954968803,69220.4854020588,47736.3007177413,7940.22033433244,12233.2581226304,-579.370144006956,-1842.58701536689,-1956.56146992488,-1956.56146992488,-1994.5529547778,-2326.97844724148,-5698.72272793879,-9079.96487984911,-9592.84992536367,-9716.32225113641,-8880.50958439894,-26746.005336469,-57519.1080673989,-77958.5269182101,-76533.8462362997,"2001","Mbandza_2001","N"
"Mbandza",2002,118058.539180472,726644.135039517,2959755.12108095,11156674.4206228,24861599.1941421,-1814.09340172261,-7037.92256900063,-17590.0574869025,-26907.469147081,-31798.8728218982,-4710.94412180409,33233.0513750762,64509.5412802547,43025.3565959372,3229.27621252835,-132.970196986003,-712.34034099296,-1975.5572123529,-2089.53166691089,-2089.53166691089,-322.927621250157,-2649.90606849163,-6021.65034918895,-9402.89250109927,-9915.77754661383,-6828.96940221824,-15709.4789866172,-33574.9747386873,-64348.0774696171,-84787.4963204283,"2002","Mbandza_2002","S"
"Mbandza",2003,117944.564725914,726235.726577348,2959774.11682338,11156712.4121076,24870907.1079311,18.9957424257882,-1795.09765929682,-7018.92682657484,-17571.0617444767,-26888.4734046552,9307.91378902271,4596.96966721863,42540.9651640989,73817.4550692774,52333.2703849599,-113.974454558003,-246.944651544007,-826.314795550963,-2089.5316669109,-2203.50612146889,-408.408462168998,-731.336083419155,-3058.31453066063,-6430.05881135794,-9811.30096326827,37.9914847910404,-6790.9779174272,-15671.4875018261,-33536.9832538962,-64310.0859848261,"2003","Mbandza_2003","N"
"Mbandza",2004,117954.062597127,726482.671228892,2958947.80202782,11157443.748191,24884099.6510462,-826.314795555081,-807.319053129293,-2621.4124548519,-7845.24162212992,-18397.3765400317,13192.5431151316,22500.4569041543,17789.5127823502,55733.5082792304,87009.998184409,9.49787121299596,-104.476583345007,-237.446780331011,-816.816924337967,-2080.03379569791,246.944651543978,-161.46381062502,-484.391431875178,-2811.36987911665,-6183.11415981397,731.336083389819,769.327568180859,-6059.64183403738,-14940.1514184363,-32805.6471705064,"2004","Mbandza_2004","N"
"Mbandza",2005,117954.062597127,726511.164842532,2958957.29989904,11157367.7652213,24886797.0464708,9.49787122011185,-816.816924334969,-797.821181909181,-2611.91458363179,-7835.74375090981,2697.39542458206,15889.9385397136,25197.8523287363,20486.9082069322,58430.9037038125,0,9.49787121299596,-104.476583345007,-237.446780331011,-816.816924337967,28.4936136399629,275.438265183941,-132.970196985058,-455.897818235215,-2782.87626547669,-75.9829697012901,655.353113688529,693.344598479569,-6135.62480373867,-15016.1343881376,"2005","Mbandza_2005","N"
"Mbandza",2006,117954.062597127,726596.645683451,2959726.62746731,11156436.9738425,24890387.2417894,769.3275682698,778.825439489912,-47.489356065169,-28.4936136393808,-1842.58701536199,3590.1953185834,6287.59074316546,19480.133858297,28788.0476473197,24077.1035255156,0,0,9.49787121299596,-104.476583345007,-237.446780331011,85.4808409190737,113.974454559037,360.919106103014,-47.4893560659839,-370.416977316141,-930.791378822178,-1006.77434852347,-275.438265133649,-237.446780342609,-7066.41618256085,"2006","Mbandza_2006","N"
"Mbandza",2007,117954.062597127,726596.645683451,2959242.23603544,11154375.9357892,24898840.3471691,-484.391431876924,284.936136392877,294.434007612988,-531.880787942093,-512.885045516305,8453.10537975281,12043.3006983362,14740.6961229183,27933.2392380498,37241.1530270725,0,0,0,9.49787121299596,-104.476583345007,0,85.4808409190737,113.974454559037,360.919106103014,-47.4893560659839,-2061.03805326484,-2991.82943208702,-3067.81240178831,-2336.47631839849,-2298.48483360745,"2007","Mbandza_2007","N"
"Mbandza",2008,117954.062597127,726444.679744039,2958909.81054298,11151526.5744252,24899866.1172602,-332.425492459908,-816.816924336832,-47.4893560670316,-37.9914848469198,-864.306280402001,1025.77009107545,9478.87547082826,13069.0707894117,15766.4662139937,28959.0093291253,0,0,0,0,9.49787121299596,-151.96593941201,-151.96593941201,-66.4850984929362,-37.9914848529734,208.953166691004,-2849.36136401072,-4910.39941727556,-5841.19079609774,-5917.17376579903,-5185.83768240921,"2008","Mbandza_2008","N"
"Mbandza",2009,117992.05408198,726530.160584958,2958339.93827018,11148772.1917734,24902905.4360484,-569.872272793204,-902.297765253112,-1386.68919713004,-617.361628860235,-607.863757640123,3039.31878821924,4065.08887929469,12518.1942590475,16108.3895776309,18805.785002213,37.9914848530025,37.9914848530025,37.9914848530025,37.9914848530025,37.9914848530025,85.4808409189573,-66.4850984930526,-66.4850984930526,18.995742426021,47.4893560659839,-2754.38265185803,-5603.74401586875,-7664.7820691336,-8595.57344795577,-8671.55641765706,"2009","Mbandza_2009","N"
