"Location","buffer","Description","Value","year","cumsum_diff_pland","year_fac","color"
"Bikoro","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,0.000667661860761008,"2021_2022","#BE9600"
"Kikwit","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,0.000592085554598985,"2021_2022","#BE9600"
"Likati","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,-0.00091962432968207,"2021_2022","#BE9600"
"Luebo","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,0.0148146244530494,"2021_2022","#BE9600"
"Mbandaka","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,-3.77923236232258e-05,"2021_2022","#BE9600"
"NKivu","200","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,-0.00414456755531735,"2021_2022","#BE9600"
"Bikoro","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.0732160515989244,"2021_2022","#C8C864"
"Boende","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.008503472062126,"2021_2022","#C8C864"
"Kikwit","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.527447448627759,"2021_2022","#C8C864"
"Likati","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.0149785387396157,"2021_2022","#C8C864"
"Luebo","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.9601539511586,"2021_2022","#C8C864"
"Mbandaka","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.030183469133749,"2021_2022","#C8C864"
"NKivu","200","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.0720197346922482,"2021_2022","#C8C864"
"Bikoro","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.0992800589558015,"2021_2022","#8DA000"
"Boende","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.000176368309436689,"2021_2022","#8DA000"
"Kikwit","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.122977429446709,"2021_2022","#8DA000"
"Likati","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.0151549050494175,"2021_2022","#8DA000"
"Luebo","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.843602160818791,"2021_2022","#8DA000"
"Mbandaka","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.0658090328692437,"2021_2022","#8DA000"
"NKivu","200","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.027500276514462,"2021_2022","#8DA000"
"Bikoro","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.0194251809300653,"2021_2022","#00DC83"
"Boende","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,0.0014487396846585,"2021_2022","#00DC83"
"Kikwit","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.0541191392033417,"2021_2022","#00DC83"
"Likati","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,0.00154950400754647,"2021_2022","#00DC83"
"Luebo","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,0.0152681333648767,"2021_2022","#00DC83"
"Mbandaka","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.0198661647846095,"2021_2022","#00DC83"
"NKivu","200","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.00187702299617719,"2021_2022","#00DC83"
"Bikoro","200","Shrubland",120,2022,-0.000932207126345551,"2021_2022","#966400"
"Boende","200","Shrubland",62,2022,NA,"2021_2022","#AAC800"
"Kikwit","200","Shrubland",120,2022,-0.0240235564387284,"2021_2022","#966400"
"Likati","200","Shrubland",120,2022,-0.0537791268960637,"2021_2022","#966400"
"Luebo","200","Shrubland",120,2022,-0.00687821849605895,"2021_2022","#966400"
"Mbandaka","200","Shrubland",120,2022,0.000478702765894179,"2021_2022","#966400"
"NKivu","200","Shrubland",120,2022,-0.00302339274552013,"2021_2022","#966400"
"Kikwit","200","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",61,2022,NA,"2021_2022","#00A001"
"NKivu","200","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",150,2022,0.000214156986141026,"2021_2022","#FFEBAF"
"Bikoro","200","Tree cover, broadleaved, deciduous, closed (>40%)",61,2022,0.000113376542393379,"2021_2022","#00A001"
"Kikwit","200","Tree cover, broadleaved, deciduous, closed (>40%)",61,2022,0.000554292859624595,"2021_2022","#00A001"
"Luebo","200","Tree cover, broadleaved, deciduous, closed (>40%)",61,2022,-0.000226754455914026,"2021_2022","#00A001"
"NKivu","200","Tree cover, broadleaved, deciduous, closed (>40%)",61,2022,5.03898790920055e-05,"2021_2022","#00A001"
"Bikoro","200","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.0318084188381424,"2021_2022","#00A000"
"Kikwit","200","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.331983630220148,"2021_2022","#00A000"
"Likati","200","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.00177626069157766,"2021_2022","#00A000"
"Luebo","200","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.240359723268858,"2021_2022","#00A000"
"Mbandaka","200","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.00593339480884644,"2021_2022","#00A000"
"NKivu","200","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.010254340395223,"2021_2022","#00A000"
"Bikoro","200","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.00608454110844429,"2021_2022","#AAC800"
"Boende","200","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-1.25977363883348e-05,"2021_2022","#AAC800"
"Kikwit","200","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,0.0848949904775201,"2021_2022","#AAC800"
"Likati","200","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.0010707954523679,"2021_2022","#AAC800"
"Luebo","200","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,0.142477383132631,"2021_2022","#AAC800"
"Mbandaka","200","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.000692859266426043,"2021_2022","#AAC800"
"NKivu","200","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.00553028923034748,"2021_2022","#AAC800"
"Bikoro","200","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.252615533846049,"2021_2022","#006400"
"Boende","200","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.280551589368209,"2021_2022","#006400"
"Kikwit","200","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.0371880118548023,"2021_2022","#006400"
"Likati","200","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.559937838434335,"2021_2022","#006400"
"Luebo","200","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-3.48801262568812,"2021_2022","#006400"
"Mbandaka","200","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.260074173733846,"2021_2022","#006400"
"NKivu","200","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.472694858292319,"2021_2022","#006400"
"Bikoro","200","Tree cover, flooded, fresh or brackish water",160,2022,0.00975038264582618,"2021_2022","#00785A"
"Boende","200","Tree cover, flooded, fresh or brackish water",160,2022,0.00138575100271446,"2021_2022","#00785A"
"Kikwit","200","Tree cover, flooded, fresh or brackish water",160,2022,0.0533632853038635,"2021_2022","#00785A"
"Likati","200","Tree cover, flooded, fresh or brackish water",160,2022,0.00365330213161382,"2021_2022","#00785A"
"Luebo","200","Tree cover, flooded, fresh or brackish water",160,2022,-0.000907017823661238,"2021_2022","#00785A"
"Mbandaka","200","Tree cover, flooded, fresh or brackish water",160,2022,-0.00721833381204932,"2021_2022","#00785A"
"NKivu","200","Tree cover, flooded, fresh or brackish water",160,2022,-0.001864425526404,"2021_2022","#00785A"
"Bikoro","200","Tree cover, flooded, saline water",170,2022,0.00768441009555075,"2021_2022","#009678"
"Boende","200","Tree cover, flooded, saline water",170,2022,0.00035273661887328,"2021_2022","#009678"
"Kikwit","200","Tree cover, flooded, saline water",170,2022,0.00132274432410422,"2021_2022","#009678"
"Likati","200","Tree cover, flooded, saline water",170,2022,0.00104560026525497,"2021_2022","#009678"
"Luebo","200","Tree cover, flooded, saline water",170,2022,0.000226754455913873,"2021_2022","#009678"
"Mbandaka","200","Tree cover, flooded, saline water",170,2022,0.0072309312532447,"2021_2022","#009678"
"NKivu","200","Tree cover, flooded, saline water",170,2022,0.000264546865233024,"2021_2022","#009678"
"NKivu","200","Tree cover, needleleaved, evergreen, closed to open (>15%)",70,2022,1.25974697730011e-05,"2021_2022","#003C00"
"Bikoro","200","Tree or shrub cover",12,2022,8.81817551948502e-05,"2021_2022","#FFFF00"
"Boende","200","Tree or shrub cover",12,2022,0.00108340532939679,"2021_2022","#FFFF00"
"Kikwit","200","Tree or shrub cover",12,2022,0.000188963474872017,"2021_2022","#FFFF00"
"Likati","200","Tree or shrub cover",12,2022,0.000592086897192552,"2021_2022","#FFFF00"
"Mbandaka","200","Tree or shrub cover",12,2022,8.81820884541933e-05,"2021_2022","#FFFF00"
"Bikoro","200","Urban areas",190,2022,0.0042705164301506,"2021_2022","#C31400"
"Boende","200","Urban areas",190,2022,0.00120938269328014,"2021_2022","#C31400"
"Kikwit","200","Urban areas",190,2022,0.0235574465340447,"2021_2022","#C31400"
"Likati","200","Urban areas",190,2022,0.00707984757919604,"2021_2022","#C31400"
"Luebo","200","Urban areas",190,2022,0.090172688635142,"2021_2022","#C31400"
"Mbandaka","200","Urban areas",190,2022,0.00395559653923095,"2021_2022","#C31400"
"NKivu","200","Urban areas",190,2022,0.032577056832981,"2021_2022","#C31400"
"Bikoro","200","Water bodies",210,2022,-0.0119171343449045,"2021_2022","#0046C8"
"Boende","200","Water bodies",210,2022,0.00341398656123971,"2021_2022","#0046C8"
"Kikwit","200","Water bodies",210,2022,0.0140588825304794,"2021_2022","#0046C8"
"Likati","200","Water bodies",210,2022,-0.000340135026046475,"2021_2022","#0046C8"
"Luebo","200","Water bodies",210,2022,0.00612237030967749,"2021_2022","#0046C8"
"Mbandaka","200","Water bodies",210,2022,-0.000503897648309699,"2021_2022","#0046C8"
"NKivu","200","Water bodies",210,2022,0.00416976249486486,"2021_2022","#0046C8"
"Mbandaka","20","Bare areas",10,2022,NA,"2021_2022","yellow1"
"Kikwit","20","Cropland, irrigated or post-flooding",20,2022,0.0138573948097758,"2021_2022","#AAF0F0"
"Bikoro","20","Cropland, rainfed",10,2022,-0.00251914550584451,"2021_2022","yellow1"
"Boende","20","Cropland, rainfed",10,2022,-0.00126052538698123,"2021_2022","yellow1"
"Kikwit","20","Cropland, rainfed",10,2022,6.77626357803443e-19,"2021_2022","yellow1"
"Likati","20","Cropland, rainfed",10,2022,0.240742141218588,"2021_2022","yellow1"
"Luebo","20","Cropland, rainfed",10,2022,0.153679490086401,"2021_2022","yellow1"
"Mbandaka","20","Cropland, rainfed",10,2022,0.0100735368187772,"2021_2022","yellow1"
"NKivu","20","Cropland, rainfed",10,2022,0.152488972904861,"2021_2022","yellow1"
"Kikwit","20","Decidiuous shrubland",122,2022,5.42101086258532e-18,"2021_2022","#966400"
"NKivu","20","Grasslands",11,2022,NA,"2021_2022","gold1"
"Bikoro","20","Herbaceous cover",11,2022,0.715437323659808,"2021_2022","gold1"
"Boende","20","Herbaceous cover",11,2022,0.273534008974945,"2021_2022","gold1"
"Kikwit","20","Herbaceous cover",11,2022,0.016376921138826,"2021_2022","gold1"
"Likati","20","Herbaceous cover",11,2022,1.79863369381632,"2021_2022","gold1"
"Luebo","20","Herbaceous cover",11,2022,0.274607613433106,"2021_2022","gold1"
"Mbandaka","20","Herbaceous cover",11,2022,0.226654578422484,"2021_2022","gold1"
"NKivu","20","Herbaceous cover",11,2022,2.55576559546314,"2021_2022","gold1"
"Bikoro","20","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.00125957275292166,"2021_2022","#DCF064"
"Boende","20","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,6.61363325216159e-16,"2021_2022","#DCF064"
"Kikwit","20","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,-0.00629881582262593,"2021_2022","#DCF064"
"Likati","20","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,1.02094834757619,"2021_2022","#DCF064"
"Luebo","20","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.668883682261353,"2021_2022","#DCF064"
"Mbandaka","20","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.158658204895739,"2021_2022","#DCF064"
"NKivu","20","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.849401386263381,"2021_2022","#DCF064"
"Kikwit","20","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,2.71050543113488e-18,"2021_2022","#BE9600"
"Bikoro","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.0780935106811774,"2021_2022","#C8C864"
"Boende","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,0.00252105077396259,"2021_2022","#C8C864"
"Kikwit","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",100,2022,NA,"2021_2022","#8DA000"
"Likati","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,0.105876124933828,"2021_2022","#C8C864"
"Luebo","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,0.0365303705943097,"2021_2022","#C8C864"
"Mbandaka","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,0.00503676840938862,"2021_2022","#C8C864"
"NKivu","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,0.288594833018273,"2021_2022","#C8C864"
"Bikoro","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.0251914550584441,"2021_2022","#8DA000"
"Kikwit","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,-0.194003527336862,"2021_2022","#8DA000"
"Likati","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.00126043005873604,"2021_2022","#8DA000"
"Luebo","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.0100773436122237,"2021_2022","#8DA000"
"Mbandaka","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.0251838420469428,"2021_2022","#8DA000"
"NKivu","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",120,2022,NA,"2021_2022","#966400"
"Bikoro","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,0.00251914550584442,"2021_2022","#00DC83"
"Kikwit","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.0188964474678766,"2021_2022","#00DC83"
"Likati","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,0.00252086011747208,"2021_2022","#00DC83"
"Luebo","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-7.45388993583784e-18,"2021_2022","#00DC83"
"Mbandaka","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.031479802558679,"2021_2022","#00DC83"
"Kikwit","20","Shrubland",120,2022,-0.0781053162005544,"2021_2022","#966400"
"Luebo","20","Shrubland",120,2022,-0.00377900385458393,"2021_2022","#966400"
"Mbandaka","20","Shrubland",120,2022,-0.0075551526140828,"2021_2022","#966400"
"NKivu","20","Shrubland",120,2022,-0.0100819155639571,"2021_2022","#966400"
"Kikwit","20","Tree cover, broadleaved, deciduous, closed (>40%)",61,2022,5.08219768293416e-19,"2021_2022","#00A001"
"Kikwit","20","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.254472159234061,"2021_2022","#00A000"
"Luebo","20","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.00251933590305595,"2021_2022","#00A000"
"Mbandaka","20","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.0125919210234714,"2021_2022","#00A000"
"Bikoro","20","Tree cover, broadleaved, deciduous, open (15-40%)",50,2022,NA,"2021_2022","#006400"
"Kikwit","20","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.0239355001259642,"2021_2022","#AAC800"
"Luebo","20","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.0176353513213932,"2021_2022","#AAC800"
"Mbandaka","20","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,0.01762868943286,"2021_2022","#AAC800"
"NKivu","20","Tree cover, broadleaved, deciduous, open (15-40%)",50,2022,NA,"2021_2022","#006400"
"Bikoro","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.653718258766606,"2021_2022","#006400"
"Boende","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.274794534361955,"2021_2022","#006400"
"Kikwit","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,0.018896447467877,"2021_2022","#006400"
"Likati","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-3.20401320930701,"2021_2022","#006400"
"Luebo","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-1.17149119492103,"2021_2022","#006400"
"Mbandaka","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.610708169638364,"2021_2022","#006400"
"NKivu","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-4.0957781978576,"2021_2022","#006400"
"Bikoro","20","Tree cover, flooded, fresh or brackish water",160,2022,-0.00755743651753567,"2021_2022","#00785A"
"Boende","20","Tree cover, flooded, fresh or brackish water",160,2022,-0.00126052538696255,"2021_2022","#00785A"
"Kikwit","20","Tree cover, flooded, fresh or brackish water",160,2022,0.00881834215167023,"2021_2022","#00785A"
"Likati","20","Tree cover, flooded, fresh or brackish water",160,2022,7.58941520739851e-17,"2021_2022","#00785A"
