"Location","yrfac","buffer","year","forest_sum_ha","total","pct_buff"
"Ekata","2000","300",2000,25358442.3351774,28274222.3125411,89.6874971656766
"Ekata","2000","50",2000,775662.648371006,785293.489781223,98.773599738755
"Ekata","2001","100",2001,3064516.6405629,3141525.38035978,97.548683188163
"Ekata","2001","20",2001,123842.742749331,125675.831893484,98.5414147521164
"Ekata","2001","200",2001,11690454.7828065,12566424.4490604,93.0292847436055
"Ekata","2001","300",2001,25376716.2393917,28274222.3125411,89.7521281359374
"Ekata","2001","50",2001,775966.58024983,785293.489781224,98.8123027055792
"Ekata","2002","100",2002,3064222.20655529,3141525.38035978,97.5393108619216
"Ekata","2002","20",2002,123842.742749331,125675.831893484,98.5414147521164
"Ekata","2002","200",2002,11685715.345071,12566424.4490604,92.9915696580242
"Ekata","2002","300",2002,25368975.4743529,28274222.3125412,89.7247506719233
"Ekata","2002","50",2002,775966.58024983,785293.489781224,98.8123027055792
"Ekata","2003","100",2003,3064013.2533886,3141525.38035978,97.5326595336212
"Ekata","2003","20",2003,123842.742749331,125675.831893484,98.5414147521164
"Ekata","2003","200",2003,11685620.3663589,12566424.4490604,92.9908138446861
"Ekata","2003","300",2003,25373743.4057019,28274222.3125411,89.7416138460769
"Ekata","2003","50",2003,776137.541931668,785293.489781224,98.8340731244179
"Ekata","2004","100",2004,3064155.72145679,3141525.38035978,97.5371945301895
"Ekata","2004","20",2004,123842.742749331,125675.831893484,98.5414147521164
"Ekata","2004","200",2004,11683901.2516693,12566424.4490604,92.9771336232634
"Ekata","2004","300",2004,25380781.328271,28274222.3125411,89.7665055035424
"Ekata","2004","50",2004,776308.503613506,785293.489781223,98.8558435432567
"Ekata","2005","100",2005,3064545.13417654,3141525.38035978,97.5495901874769
"Ekata","2005","20",2005,123956.717203889,125675.831893484,98.6321039903261
"Ekata","2005","200",2005,11684366.6473587,12566424.4490604,92.9808371086206
"Ekata","2005","300",2005,25381930.5706878,28274222.3125411,89.7705701331687
"Ekata","2005","50",2005,776507.958908984,785293.489781223,98.8812423652351
"Ekata","2006","100",2006,3065247.97664632,3141525.38035978,97.5719628372149
"Ekata","2006","20",2006,124108.683143301,125675.831893484,98.7530229746069
"Ekata","2006","200",2006,11684072.2133511,12566424.4490604,92.9784940872719
"Ekata","2006","300",2006,25382965.83865,28274222.3125411,89.7742316590306
"Ekata","2006","50",2006,777239.294992403,785293.489781223,98.9743713791561
"Ekata","2007","100",2007,3065209.98516146,3141525.38035978,97.5707535047965
"Ekata","2007","20",2007,124108.683143301,125675.831893484,98.7530229746069
"Ekata","2007","200",2007,11682666.5284116,12566424.4490604,92.9673080498658
"Ekata","2007","300",2007,25388864.0166734,28274222.3125411,89.7950922788498
"Ekata","2007","50",2007,777182.307765124,785293.489781224,98.9671145728765
"Ekata","2008","100",2008,3064963.04050992,3141525.38035978,97.5628928440778
"Ekata","2008","20",2008,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2008","200",2008,11681688.2476766,12566424.4490604,92.959523172481
"Ekata","2008","300",2008,25386328.0850595,28274222.3125411,89.786123220087
"Ekata","2008","50",2008,777305.780090895,785293.489781223,98.9828376531488
"Ekata","2009","100",2009,3064896.55541143,3141525.38035978,97.5607765123459
"Ekata","2009","20",2009,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2009","200",2009,11679266.2905173,12566424.4490604,92.9402499323548
"Ekata","2009","300",2009,25386736.4935217,28274222.3125411,89.7875676752436
"Ekata","2009","50",2009,777248.792863616,785293.489781223,98.9755808468693
"Ekata","2010","100",2010,3064402.66610835,3141525.38035978,97.5450551909085
"Ekata","2010","20",2010,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2010","200",2010,11674963.7548576,12566424.4490604,92.9060115881298
"Ekata","2010","300",2010,25378083.9328464,28274222.3125411,89.756965381113
"Ekata","2010","50",2010,777172.80989391,785293.489781224,98.9659051051631
"Ekata","2011","100",2011,3063927.77254768,3141525.38035978,97.5299385356798
"Ekata","2011","20",2011,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2011","200",2011,11668771.1428266,12566424.4490604,92.8567325584731
"Ekata","2011","300",2011,25365936.1555647,28274222.3125411,89.7140012382005
"Ekata","2011","50",2011,777144.316280271,785293.489781224,98.9622767020234
"Ekata","2012","100",2012,3063680.82789614,3141525.38035978,97.5220778749612
"Ekata","2012","20",2012,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2012","200",2012,11659463.2290377,12566424.4490604,92.7826628513211
"Ekata","2012","300",2012,25332608.1254774,28274222.3125411,89.5961269790296
"Ekata","2012","50",2012,777144.316280271,785293.489781224,98.9622767020234
"Ekata","2013","100",2013,3063614.34279765,3141525.38035978,97.5199615432293
"Ekata","2013","20",2013,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2013","200",2013,11658646.4121133,12566424.4490604,92.7761628566117
"Ekata","2013","300",2013,25330119.6832196,28274222.3125411,89.5873258801687
"Ekata","2013","50",2013,777077.831181778,785293.489781223,98.9538104280307
"Ekata","2014","100",2014,3063500.36834308,3141525.38035978,97.5163335459743
"Ekata","2014","20",2014,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2014","200",2014,11658200.0121663,12566424.4490604,92.7726105339219
"Ekata","2014","300",2014,25328827.9727346,28274222.3125411,89.5827573708365
"Ekata","2014","50",2014,777077.831181778,785293.489781223,98.9538104280307
"Ekata","2015","100",2015,3063500.36834308,3141525.38035978,97.5163335459743
"Ekata","2015","20",2015,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2015","200",2015,11658200.0121663,12566424.4490604,92.7726105339219
"Ekata","2015","300",2015,25328827.9727346,28274222.3125411,89.5827573708365
"Ekata","2015","50",2015,777077.831181778,785293.489781223,98.9538104280307
"Ekata","2016","100",2016,3063357.90027489,3141525.38035978,97.5117985494059
"Ekata","2016","20",2016,124184.666113007,125675.831893484,98.8134824667473
"Ekata","2016","200",2016,11662891.9605456,12566424.4490604,92.8099477128329
"Ekata","2016","300",2016,25349685.2979189,28274222.3125411,89.6565253597619
"Ekata","2016","50",2016,777068.333310564,785293.489781223,98.9526009603173
"Ekata","2017","100",2017,3064383.67036591,3141525.38035978,97.5444505246991
"Ekata","2017","20",2017,124251.1512115,125675.831893484,98.8663845223703
"Ekata","2017","200",2017,11665845.798493,12566424.4490604,92.8334535076543
"Ekata","2017","300",2017,25357559.0331546,28274222.3125411,89.6843731115009
"Ekata","2017","50",2017,777134.818409057,785293.489781223,98.9610672343102
"Ekata","2018","100",2018,3061990.20682018,3141525.38035978,97.4682625823482
"Ekata","2018","20",2018,124260.649082713,125675.831893484,98.8739419588877
"Ekata","2018","200",2018,11665389.9006748,12566424.4490604,92.8298256036305
"Ekata","2018","300",2018,25367037.9086254,28274222.3125411,89.7178979079251
"Ekata","2018","50",2018,776071.056833175,785293.489781223,98.8256068504251
"Ekata","2019","100",2019,3062484.09612327,3141525.38035978,97.4839839037857
"Ekata","2019","20",2019,124260.649082713,125675.831893484,98.8739419588877
"Ekata","2019","200",2019,11669056.0789631,12566424.4490604,92.8589999984885
"Ekata","2019","300",2019,25361899.5602991,28274222.3125411,89.699724646537
"Ekata","2019","50",2019,776090.052575602,785293.489781223,98.8280257858517
"Ekata","2020","100",2020,3064098.73422952,3141525.38035978,97.5353805315622
"Ekata","2020","20",2020,124260.649082713,125675.831893484,98.8739419588877
"Ekata","2020","200",2020,11681232.3498584,12566424.4490604,92.9558952684575
"Ekata","2020","300",2020,25380895.3027255,28274222.3125411,89.7669086073069
"Ekata","2020","50",2020,776090.052575602,785293.489781223,98.8280257858517
"Ekata","2021","100",2021,3063044.47052484,3141525.38035978,97.501821556955
"Ekata","2021","20",2021,124127.678885728,125675.831893484,98.7681378476424
"Ekata","2021","200",2021,11678373.4906232,12566424.4490604,92.9331452869746
"Ekata","2021","300",2021,25359363.6286852,28274222.3125411,89.6907555877743
"Ekata","2021","50",2021,775605.661143727,785293.489781223,98.7663429324755
"Ekata","2022","100",2022,3058542.47956978,3141525.38035978,97.35851566539
"Ekata","2022","20",2022,124127.678885728,125675.831893484,98.7681378476424
"Ekata","2022","200",2022,11668676.1641145,12566424.4490604,92.8559767451348
"Ekata","2022","300",2022,25328998.9344164,28274222.3125411,89.5833620264833
"Ekata","2022","50",2022,775368.214363396,785293.489781223,98.736106239644
"Kikwit","1992","100",1992,1805981.63249352,18850323.3138217,9.58064008997296
"Kikwit","1992","20",1992,99399.8947287729,753976.459012899,13.1834215167549
"Kikwit","1992","20",1992,99399.8947287729,753976.4590129,13.1834215167548
"Kikwit","1992","200",1992,8110983.91827938,75398044.8306335,10.7575520512489
"Kikwit","1992","300",1992,19753318.8792273,84823234.9824974,23.2876273621293
"Kikwit","1992","50",1992,554426.302457066,4712666.31331472,11.7645991800999
"Kikwit","1992","50",1992,554426.302457066,4712666.31331471,11.7645991800999
"Kikwit","1993","100",1993,1805981.63249352,18850323.3138217,9.58064008997296
"Kikwit","1993","20",1993,99399.8947237,753976.459012899,13.183421516082
"Kikwit","1993","20",1993,99399.8947237,753976.4590129,13.183421516082
"Kikwit","1993","20",1993,99399.8947237,753976.458978,13.1834215166923
"Kikwit","1993","200",1993,8110983.91827938,75398044.8306335,10.7575520512489
"Kikwit","1993","300",1993,19753309.3809096,84823234.9824974,23.2876161643511
"Kikwit","1993","50",1993,554426.302457066,4712666.31331471,11.7645991800999
"Kikwit","1993","50",1993,554426.302457066,4712666.31331472,11.7645991800999
"Kikwit","1994","100",1994,1805981.63249352,18850323.3138217,9.58064008997296
"Kikwit","1994","20",1994,99399.8947237,753976.459012899,13.183421516082
"Kikwit","1994","20",1994,99399.8947237,753976.4590129,13.183421516082
"Kikwit","1994","20",1994,99399.8947237,753976.458978,13.1834215166923
"Kikwit","1994","200",1994,8110974.41996168,75398044.8306334,10.7575394536839
"Kikwit","1994","300",1994,19753290.3842742,84823234.9824973,23.2875937687948
"Kikwit","1994","50",1994,554426.302457066,4712666.31331471,11.7645991800999
"Kikwit","1994","50",1994,554426.302457066,4712666.31331472,11.7645991800999
"Kikwit","1995","100",1995,1805620.69642093,18850323.3138217,9.5787253425886
"Kikwit","1995","20",1995,99399.8947237,753976.4590129,13.183421516082
"Kikwit","1995","20",1995,99399.8947237,753976.459012899,13.183421516082
"Kikwit","1995","20",1995,99399.8947237,753976.458978,13.1834215166923
"Kikwit","1995","200",1995,8120453.74102611,75398044.8306334,10.7701118235454
"Kikwit","1995","300",1995,19780731.024109,84823234.9824973,23.3199441499615
"Kikwit","1995","50",1995,554426.302457066,4712666.31331472,11.7645991800999
"Kikwit","1995","50",1995,554426.302457066,4712666.31331471,11.7645991800999
"Kikwit","1996","100",1996,1805620.69642093,18850323.3138217,9.5787253425886
"Kikwit","1996","20",1996,99399.8947237,753976.459012899,13.183421516082
"Kikwit","1996","20",1996,99399.8947237,753976.458978,13.1834215166923
"Kikwit","1996","20",1996,99399.8947237,753976.4590129,13.183421516082
"Kikwit","1996","200",1996,8130512.45947023,75398044.8306334,10.7834526448714
"Kikwit","1996","300",1996,19830692.1752101,84823234.9824973,23.378844463197
"Kikwit","1996","50",1996,554426.302457066,4712666.31331471,11.7645991800999
"Kikwit","1996","50",1996,554426.302457066,4712666.31331472,11.7645991800999
"Kikwit","1997","100",1997,1805630.19473863,18850323.3138217,9.57877573067767
"Kikwit","1997","20",1997,99399.8947237,753976.458978,13.1834215166923
"Kikwit","1997","20",1997,99399.8947237,753976.459012899,13.183421516082
"Kikwit","1997","20",1997,99399.8947237,753976.4590129,13.183421516082
"Kikwit","1997","200",1997,8137892.652323,75398044.8306335,10.7932409528697
"Kikwit","1997","200",1997,8137892.652323,75398044.8306334,10.7932409528697
"Kikwit","1997","300",1997,19874213.4669108,84823234.9824973,23.4301526828253
"Kikwit","1997","50",1997,554426.302457066,4712666.31331472,11.7645991800999
"Kikwit","1997","50",1997,554426.302457066,4712666.31331471,11.7645991800999
"Kikwit","1998","100",1998,1805839.15772802,18850323.3138217,9.57988426863703
"Kikwit","1998","100",1998,1805839.15772802,18850323.3138216,9.57988426863708
"Kikwit","1998","20",1998,99399.8947237,753976.459012899,13.183421516082
"Kikwit","1998","20",1998,99399.8947237,753976.4590129,13.183421516082
"Kikwit","1998","20",1998,99399.8947237,753976.458978,13.1834215166923
"Kikwit","1998","200",1998,8159624.80322022,75398044.8306333,10.8220641815702
"Kikwit","1998","200",1998,8159624.80322022,75398044.8306335,10.8220641815702
"Kikwit","1998","300",1998,19966537.1149532,84823234.9824973,23.5389950867509
"Kikwit","1998","50",1998,554426.302457066,4712666.31331471,11.7645991800999
"Kikwit","1998","50",1998,554426.302457066,4712666.31331472,11.7645991800999
"Kikwit","1999","100",1999,1805592.20146783,18850323.3138217,9.57857417832142
"Kikwit","1999","20",1999,99485.3795867,753976.459012899,13.1947593850537
"Kikwit","1999","20",1999,99485.3795867,753976.4590129,13.1947593850537
"Kikwit","1999","20",1999,99485.3795867,753976.4590038,13.1947593852129
"Kikwit","1999","200",1999,8166748.5414951,75398044.8306335,10.8315123553138
"Kikwit","1999","200",1999,8166748.5414951,75398044.8306332,10.8315123553138
"Kikwit","1999","300",1999,20096160.6566028,84823234.9824972,23.6918111655958
"Kikwit","1999","50",1999,554074.864702173,4712666.31331471,11.757141878192
"Kikwit","1999","50",1999,554074.864702173,4712666.31331472,11.757141878192
"Kikwit","2000","100",2000,1806959.9592166,18850323.3138217,9.58583006314634
"Kikwit","2000","20",2000,99599.3594004693,753976.459012899,13.2098765432099
"Kikwit","2000","20",2000,99599.3594004693,753976.4590129,13.2098765432099
"Kikwit","2000","200",2000,8182078.82626264,75398044.8306335,10.85184482521
"Kikwit","2000","200",2000,8182078.82626264,75398044.8306333,10.8518448252101
"Kikwit","2000","300",2000,20244752.338699,84823234.9824972,23.8669892074694
"Kikwit","2000","50",2000,554112.857972972,4712666.31331472,11.7579480729929
"Kikwit","2001","100",2001,1802771.20111098,18850323.3138217,9.56360891587002
"Kikwit","2001","20",2001,99561.36612967,753976.4590129,13.2048374905518
"Kikwit","2001","20",2001,99561.36612967,753976.459012899,13.2048374905518
"Kikwit","2001","200",2001,8171155.76090782,75398044.8306333,10.8373576254699
"Kikwit","2001","200",2001,8171155.76090782,75398044.8306335,10.8373576254698
"Kikwit","2001","300",2001,20296404.1903507,84823234.9824973,23.9278827252212
"Kikwit","2001","50",2001,554074.864702173,4712666.31331472,11.757141878192
"Kikwit","2002","100",2002,1804024.97904735,18850323.3138217,9.57026014362619
"Kikwit","2002","20",2002,99561.36612967,753976.4590129,13.2048374905518
"Kikwit","2002","20",2002,99561.36612967,753976.459012899,13.2048374905518
"Kikwit","2002","200",2002,8186960.96156035,75398044.8306335,10.8583199736156
"Kikwit","2002","200",2002,8186960.96156035,75398044.8306333,10.8583199736157
"Kikwit","2002","300",2002,20355645.1978446,84823234.9824973,23.9977232677401
"Kikwit","2002","50",2002,554150.851243772,4712666.31331472,11.7587542677937
"Kikwit","2003","100",2003,1802856.68597027,18850323.3138217,9.56406240867157
"Kikwit","2003","20",2003,99561.36612967,753976.4590129,13.2048374905518
"Kikwit","2003","20",2003,99561.36612967,753976.459012899,13.2048374905518
"Kikwit","2003","200",2003,8185175.27783279,75398044.8306334,10.8559516313973
"Kikwit","2003","200",2003,8185175.27783279,75398044.8306335,10.8559516313973
"Kikwit","2003","300",2003,20393068.569582,84823234.9824973,24.0418425137758
"Kikwit","2003","50",2003,554150.851243772,4712666.31331472,11.7587542677937
"Kikwit","2004","100",2004,1821311.91726105,18850323.3138217,9.66196646571896
"Kikwit","2004","20",2004,99561.36612967,753976.4590129,13.2048374905518
"Kikwit","2004","20",2004,99561.36612967,753976.459012899,13.2048374905518
"Kikwit","2004","200",2004,8342723.87351995,75398044.8306335,11.0649074419107
"Kikwit","2004","200",2004,8342723.87351995,75398044.8306334,11.0649074419107
"Kikwit","2004","300",2004,20748372.1397797,84823234.9824973,24.4607178022165
"Kikwit","2004","50",2004,554141.352926072,4712666.31331471,11.7585527190935
"Kikwit","2004","50",2004,554141.352926072,4712666.31331472,11.7585527190935
"Kikwit","2005","100",2005,1820988.97445926,18850323.3138217,9.66025327069084
"Kikwit","2005","20",2005,99504.376223471,753976.459012899,13.1972789115646
"Kikwit","2005","20",2005,99504.376223471,753976.4590129,13.1972789115646
"Kikwit","2005","200",2005,8335077.72777157,75398044.8306335,11.0547664020926
"Kikwit","2005","200",2005,8335077.72777157,75398044.8306334,11.0547664020926
"Kikwit","2005","300",2005,20737572.552555,84823234.9824973,24.447985928424
"Kikwit","2005","50",2005,554084.363019873,4712666.31331472,11.7573434268922
"Kikwit","2006","100",2006,1820675.52997516,18850323.3138217,9.6585904637518
"Kikwit","2006","20",2006,99504.376223471,753976.4590129,13.1972789115646
"Kikwit","2006","20",2006,99504.376223471,753976.459012899,13.1972789115646
"Kikwit","2006","200",2006,8336663.94682744,75398044.8306334,11.0568701954462
"Kikwit","2006","200",2006,8336663.94682744,75398044.8306335,11.0568701954461
"Kikwit","2006","300",2006,20737354.0912479,84823234.9824973,24.4477283795258
"Kikwit","2006","50",2006,554046.369749073,4712666.31331472,11.7565372320914
"Kikwit","2007","100",2007,1819488.24026268,18850323.3138216,9.6522919526191
"Kikwit","2007","20",2007,99466.3829526717,753976.459012899,13.1922398589065
"Kikwit","2007","20",2007,99466.3829526717,753976.459012898,13.1922398589065
"Kikwit","2007","20",2007,99466.3829526717,753976.4590129,13.1922398589065
"Kikwit","2007","200",2007,8336606.95692124,75398044.8306332,11.0567946100562
"Kikwit","2007","200",2007,8336606.95692124,75398044.8306335,11.0567946100562
"Kikwit","2007","300",2007,20741647.3308482,84823234.9824973,24.4527897752639
"Kikwit","2007","50",2007,554008.376478274,4712666.31331472,11.7557310372905
"Kikwit","2008","100",2008,1820466.56698577,18850323.3138217,9.65748192579245
"Kikwit","2008","20",2008,99380.8980933732,753976.4590129,13.1809019904258
"Kikwit","2008","20",2008,99380.8980933732,753976.459012899,13.1809019904258
"Kikwit","2008","200",2008,8334583.81525119,75398044.8306335,11.054111328713
"Kikwit","2008","200",2008,8334583.81525119,75398044.8306334,11.054111328713
"Kikwit","2008","300",2008,20744012.4119555,84823234.9824973,24.4555780220312
"Kikwit","2008","50",2008,553894.396665876,4712666.31331472,11.753312452888
"Kikwit","2009","100",2009,1820969.97782386,18850323.3138217,9.66015249451272
"Kikwit","2009","20",2009,99380.8980933732,753976.459012899,13.1809019904258
"Kikwit","2009","20",2009,99380.8980933732,753976.4590129,13.1809019904258
"Kikwit","2009","200",2009,8334184.8859078,75398044.8306334,11.0535822309834
"Kikwit","2009","200",2009,8334184.8859078,75398044.8306335,11.0535822309834
"Kikwit","2009","300",2009,20742407.1962642,84823234.9824974,24.4536855975184
"Kikwit","2009","300",2009,20742407.1962642,84823234.9824973,24.4536855975185
"Kikwit","2009","50",2009,554055.868066774,4712666.31331472,11.7567387807916
"Kikwit","2010","100",2010,1820514.05857427,18850323.3138217,9.65773386623775
"Kikwit","2010","20",2010,99361.9014579735,753976.459012898,13.1783824640968
"Kikwit","2010","20",2010,99361.9014579735,753976.4590129,13.1783824640967
"Kikwit","2010","20",2010,99361.9014579735,753976.459012899,13.1783824640968
"Kikwit","2010","200",2010,8334099.40104849,75398044.8306335,11.0534688528985
"Kikwit","2010","200",2010,8334099.40104849,75398044.8306333,11.0534688528985
"Kikwit","2010","300",2010,20730572.2924102,84823234.9824974,24.4397331659041
"Kikwit","2010","300",2010,20730572.2924102,84823234.9824973,24.4397331659041
"Kikwit","2010","50",2010,554141.352926072,4712666.31331472,11.7585527190935
"Kikwit","2011","100",2011,1819725.69820518,18850323.3138217,9.6535516548456
"Kikwit","2011","20",2011,99314.4098694743,753976.459012899,13.1720836482741
"Kikwit","2011","20",2011,99314.4098694743,753976.4590129,13.1720836482741
"Kikwit","2011","200",2011,8330490.04032255,75398044.8306333,11.0486817782017
"Kikwit","2011","200",2011,8330490.04032255,75398044.8306335,11.0486817782017
"Kikwit","2011","300",2011,20718452.4390252,84823234.9824973,24.4254448009444
"Kikwit","2011","300",2011,20718452.4390252,84823234.9824974,24.4254448009444
"Kikwit","2011","50",2011,553970.383207475,4712666.31331472,11.7549248424897
"Kikwit","2012","100",2012,1819687.70493438,18850323.3138216,9.65335010248941
"Kikwit","2012","20",2012,99314.4098694743,753976.4590129,13.1720836482741
"Kikwit","2012","20",2012,99314.4098694743,753976.459012899,13.1720836482741
"Kikwit","2012","200",2012,8329825.15808356,75398044.8306335,11.0477999486523
"Kikwit","2012","200",2012,8329825.15808356,75398044.8306333,11.0477999486523
"Kikwit","2012","300",2012,20712506.4921451,84823234.9824974,24.4184349918026
"Kikwit","2012","300",2012,20712506.4921451,84823234.9824972,24.4184349918027
"Kikwit","2012","50",2012,553941.888254376,4712666.31331472,11.7543201963891
"Kikwit","2013","100",2013,1819488.24026269,18850323.3138217,9.65229195261906
"Kikwit","2013","20",2013,99314.4098694743,753976.459012899,13.1720836482741
"Kikwit","2013","20",2013,99314.4098694743,753976.4590129,13.1720836482741
"Kikwit","2013","200",2013,8327612.05005952,75398044.8306335,11.0448647160093
"Kikwit","2013","200",2013,8327612.05005952,75398044.8306334,11.0448647160093
"Kikwit","2013","300",2013,20702343.2922063,84823234.9824972,24.4064533691483
"Kikwit","2013","300",2013,20702343.2922063,84823234.9824974,24.4064533691483
"Kikwit","2013","50",2013,553932.389936676,4712666.31331472,11.7541186476888
"Kikwit","2014","100",2014,1819298.27390869,18850323.3138217,9.65128419083782
"Kikwit","2014","20",2014,99304.9115517745,753976.459012899,13.1708238851096
"Kikwit","2014","20",2014,99304.9115517745,753976.4590129,13.1708238851096
"Kikwit","2014","200",2014,8325180.48072835,75398044.8306335,11.0416397393715
"Kikwit","2014","200",2014,8325180.48072835,75398044.8306333,11.0416397393715
"Kikwit","2014","300",2014,20705487.2353649,84823234.9824973,24.4101598337264
"Kikwit","2014","300",2014,20705487.2353649,84823234.9824974,24.4101598337264
"Kikwit","2014","50",2014,553884.898348176,4712666.31331471,11.7531109041878
"Kikwit","2015","100",2015,1819212.78904939,18850323.3138217,9.65083069803626
"Kikwit","2015","20",2015,99304.9115517745,753976.4590129,13.1708238851096
"Kikwit","2015","20",2015,99304.9115517745,753976.459012899,13.1708238851096
"Kikwit","2015","200",2015,8324952.52110355,75398044.8306333,11.0413373978117
"Kikwit","2015","200",2015,8324952.52110355,75398044.8306335,11.0413373978117
"Kikwit","2015","300",2015,20705230.780787,84823234.9824974,24.4098574937155
"Kikwit","2015","300",2015,20705230.780787,84823234.9824973,24.4098574937155
"Kikwit","2015","50",2015,553875.400030477,4712666.31331472,11.7529093554876
"Kikwit","2016","100",2016,1827086.89442255,18850323.3138217,9.69260242386862
"Kikwit","2016","20",2016,100444.709675755,753976.459012899,13.3219954648526
"Kikwit","2016","20",2016,100444.709675755,753976.4590129,13.3219954648526
"Kikwit","2016","200",2016,8373450.93127891,75398044.8306335,11.1056605646581
"Kikwit","2016","200",2016,8373450.93127891,75398044.8306333,11.1056605646581
"Kikwit","2016","300",2016,20786906.8146879,84823234.9824973,24.5061471882995
"Kikwit","2016","300",2016,20786906.8146879,84823234.9824974,24.5061471882995
"Kikwit","2016","50",2016,555395.13086245,4712666.31331471,11.7851571475216
"Kikwit","2017","100",2017,1841305.87601921,18850323.3138216,9.76803339319442
"Kikwit","2017","20",2017,101090.595279344,753976.4590129,13.4076593600403
"Kikwit","2017","20",2017,101090.595279344,753976.459012899,13.4076593600403
"Kikwit","2017","200",2017,8424713.35190492,75398044.8306335,11.1736496229171
"Kikwit","2017","200",2017,8424713.35190492,75398044.8306334,11.1736496229171
"Kikwit","2017","300",2017,20852597.1799,84823234.9824972,24.5835910222038
"Kikwit","2017","300",2017,20852597.1799,84823234.9824974,24.5835910222037
"Kikwit","2017","50",2017,557722.21869891,4712666.31331471,11.8345365790736
"Kikwit","2018","100",2018,1857063.58508323,18850323.3138216,9.8516272329482
"Kikwit","2018","20",2018,101318.55490414,753976.459012899,13.4378936759889
"Kikwit","2018","20",2018,101318.55490414,753976.4590129,13.4378936759889
"Kikwit","2018","200",2018,8458631.84441103,75398044.8306333,11.2186355275016
"Kikwit","2018","200",2018,8458631.84441103,75398044.8306335,11.2186355275016
"Kikwit","2018","300",2018,20879391.9341312,84823234.9824973,24.6151799544542
"Kikwit","2018","300",2018,20879391.9341312,84823234.9824974,24.6151799544541
"Kikwit","2018","50",2018,559441.41420258,4712666.31331472,11.8710168938121
"Kikwit","2019","100",2019,1860141.04001798,18850323.3138216,9.86795297380428
"Kikwit","2019","20",2019,101688.989294433,753976.459012899,13.4870244394054
"Kikwit","2019","20",2019,101688.989294433,753976.4590129,13.4870244394054
"Kikwit","2019","200",2019,8465546.6196965,75398044.8306333,11.2278065548154
"Kikwit","2019","200",2019,8465546.6196965,75398044.8306335,11.2278065548154
"Kikwit","2019","300",2019,20883970.1232625,84823234.9824974,24.6205772835377
"Kikwit","2019","300",2019,20883970.1232625,84823234.9824973,24.6205772835377
"Kikwit","2019","50",2019,560429.239243362,4712666.31331471,11.8919779586342
"Kikwit","2020","100",2020,1859618.63254449,18850323.3138217,9.86518162890582
"Kikwit","2020","20",2020,101679.490976733,753976.4590129,13.4857646762409
"Kikwit","2020","200",2020,8454927.5005081,75398044.8306335,11.2137224771549
"Kikwit","2020","200",2020,8454927.5005081,75398044.8306334,11.213722477155
"Kikwit","2020","300",2020,20865343.9222532,84823234.9824972,24.5986184405235
"Kikwit","2020","300",2020,20865343.9222532,84823234.9824974,24.5986184405235
"Kikwit","2020","50",2020,560191.781300866,4712666.31331471,11.8869392411288
"Kikwit","2021","100",2021,1858203.38320721,18850323.3138216,9.85767380363564
"Kikwit","2021","20",2021,101423.036398838,753976.4590129,13.4517510707987
"Kikwit","2021","200",2021,8440860.49199465,75398044.8306334,11.1950654834026
"Kikwit","2021","200",2021,8440860.49199465,75398044.8306335,11.1950654834026
"Kikwit","2021","300",2021,20831301.9516169,84823234.9824974,24.5584856035205
"Kikwit","2021","300",2021,20831301.9516169,84823234.9824973,24.5584856035205
"Kikwit","2021","50",2021,559536.397379578,4712666.31331472,11.8730323808142
"Kikwit","2022","100",2022,1857737.96563992,18850323.3138217,9.85520478727155
"Kikwit","2022","20",2022,101347.049857239,753976.4590129,13.4416729654825
"Kikwit","2022","200",2022,8438913.33686617,75398044.8306331,11.1924829825794
"Kikwit","2022","200",2022,8438913.33686617,75398044.8306335,11.1924829825793
"Kikwit","2022","300",2022,20819324.5729975,84823234.9824974,24.5443652052334
"Kikwit","2022","300",2022,20819324.5729975,84823234.9824973,24.5443652052334
"Kikwit","2022","50",2022,559327.434390181,4712666.31331472,11.8685983094095
"Likati","1992","100",1992,2797254.56260139,18849981.3743845,14.8395614141169
"Likati","1992","20",1992,88077.9000305696,753577.529669506,11.6879679346593
"Likati","1992","20",1992,88077.9000305696,753577.529669507,11.6879679346593
"Likati","1992","200",1992,10661092.2543311,75397873.8609148,14.139778362978
"Likati","1992","300",1992,24175659.6137288,169647153.843869,14.2505542038025
"Likati","1992","50",1992,690290.238835506,4712951.26284571,14.646666182979
"Likati","1993","100",1993,2797245.06428369,18849981.3743845,14.8395110251138
"Likati","1993","20",1993,88077.9000305696,753577.529669506,11.6879679346593
"Likati","1993","20",1993,88077.9000305696,753577.529669507,11.6879679346593
"Likati","1993","200",1993,10661073.2576957,75397873.8609147,14.1397531677909
"Likati","1993","200",1993,10661073.2576957,75397873.8609148,14.1397531677909
"Likati","1993","300",1993,24175631.1187757,169647153.843868,14.2505374072031
"Likati","1993","50",1993,690290.238835506,4712951.26284571,14.646666182979
"Likati","1994","100",1994,2797245.06428369,18849981.3743845,14.8395110251138
"Likati","1994","20",1994,88077.9000305696,753577.529669507,11.6879679346593
